StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_OPTOUT_Green_First Click,t_OPTOUT_Green_Last Click,t_OPTOUT_Green_Page Submit,t_OPTOUT_Green_Click Count,OPTOUT_Green,t_OPTIN_Green_First Click,t_OPTIN_Green_Last Click,t_OPTIN_Green_Page Submit,t_OPTIN_Green_Click Count,OPTIN_Green,t_OPTIN_Organ_First Click,t_OPTIN_Organ_Last Click,t_OPTIN_Organ_Page Submit,t_OPTIN_Organ_Click Count,OPTIN_Organ,t_OPTOUT_Organ_First Click,t_OPTOUT_Organ_Last Click,t_OPTOUT_Organ_Page Submit,t_OPTOUT_Organ_Click Count,OPTOUT_Organ,FL_344_DO_FL_345,FL_344_DO_FL_348,FL_212_DO_OPTOUT_Green,FL_212_DO_OPTIN_Green,FL_338_DO_OPTIN_Organ,FL_338_DO_OPTOUT_Organ,FL_353_DO_OPTIN_Organ,FL_353_DO_OPTOUT_Organ,FL_349_DO_OPTOUT_Green,FL_349_DO_OPTIN_Green,,TWIN_ID
5/30/2025 9:18,5/30/2025 9:21,100,146,1,5/30/2025 9:21,0.8999999761581421,,0,0,,,0,0,28.062,0,Firefox,128,Macintosh,1440x900,59.286,59.286,60.571,1,2,,,,,,,,,,,36.516,36.516,37.827,1,2,1,,1,,,1,,,,,,736
5/30/2025 11:23,5/30/2025 11:27,100,225,1,5/30/2025 11:27,1,,0,0,,,0,0,86.771,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,50.438,55.334,57.374,3,1,,,,,,30.351,30.351,32.262,1,2,,,,,,,1,,,,,1,,1,,,739
5/30/2025 9:30,5/30/2025 9:38,100,489,1,5/30/2025 9:38,1,,0,0,,,13.35,13.35,15.101,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,0.437,232.403,237.806,3,2,,,,,,164.228,164.228,172.142,1,2,,,,,,1,,1,,1,,,,,,,743
5/30/2025 10:28,5/30/2025 10:29,100,82,1,5/30/2025 10:29,0.8999999761581421,,0,0,,,17.099,17.099,17.7,1,Firefox,139,Windows NT 10.0,1600x900,30.84,31.184,33.179,2,2,,,,,,13.874,13.874,16.981,1,2,,,,,,,1,,,,,1,,1,,,748
5/30/2025 10:12,5/30/2025 10:17,100,307,1,5/30/2025 10:17,1,,0,0,,,0,0,12.515,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,120.885,120.885,122.179,1,1,,,,,,78.557,78.557,81.516,1,1,,,,,,,1,,,,,1,,1,,,749
5/30/2025 13:33,5/30/2025 13:35,100,101,1,5/30/2025 13:35,1,,0,0,,,0,0,6.892,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1200,36.082,36.082,39.631,1,1,,,,,,,,,,,42.564,43.132,43.496,2,2,1,,1,,,1,,,,,,753
5/30/2025 10:00,5/30/2025 10:04,100,249,1,5/30/2025 10:04,0.8999999761581421,,0,0,,,0,0,25.88,0,Chrome,134.0.0.0,Windows NT 10.0,1762x991,,,,,,107.712,107.712,109.005,1,2,,,,,,69.04,69.04,74.181,1,2,1,,,1,,1,,,,,,768
5/30/2025 11:03,5/30/2025 11:08,100,278,1,5/30/2025 11:08,0.8999999761581421,,0,0,,,0,0,93.048,0,Safari,18.5,Macintosh,1440x900,,,,,,151.486,151.486,154.282,1,2,,,,,,11.926,11.926,14.811,1,1,1,,,1,,1,,,,,,771
5/30/2025 12:37,5/30/2025 12:38,100,86,1,5/30/2025 12:38,1,,0,0,,,0,0,4.492,0,Chrome,109.0.0.0,Windows NT 10.0,1920x1080,33.488,33.488,34.964,1,2,,,,,,,,,,,15.481,15.481,16.547,1,2,1,,1,,,1,,,,,,774
5/30/2025 9:15,5/30/2025 9:16,100,61,1,5/30/2025 9:16,0.8999999761581421,,0,20,,,0,0,6.496,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,25.317,25.317,26.807,1,1,13.904,13.904,14.601,1,1,,,,,,1,,,1,1,,,,,,,775
5/30/2025 10:53,5/30/2025 10:55,100,121,1,5/30/2025 10:55,0.8999999761581421,,0,10,,,0,0,9.701,0,Chrome,103.0.0.0,Macintosh,2560x1440,48.172,48.172,49.777,1,2,,,,,,37.873,38.912,39.189,2,2,,,,,,,1,,,,,1,,1,,,776
5/30/2025 12:11,5/30/2025 12:13,100,100,1,5/30/2025 12:13,1,,0,0,,,0,0,13.13,0,Chrome,136.0.0.0,Macintosh,1470x956,26.842,26.842,27.867,1,1,,,,,,13.779,13.779,19,1,2,,,,,,1,,1,,1,,,,,,,777
5/30/2025 13:38,5/30/2025 13:44,100,328,1,5/30/2025 13:44,1,,0,0,,,8.894,123.294,125.114,6,Chrome,136.0.0.0,Windows NT 10.0,1680x1050,,,,,,7.957,84.19,87.297,2,1,,,,,,31.99,31.99,38.913,1,2,,1,,,,,,1,,1,,779
5/30/2025 9:30,5/30/2025 9:32,100,83,1,5/30/2025 9:32,1,,0,0,,,0,0,6.176,0,Chrome,136.0.0.0,Windows NT 10.0,1455x819,31.77,31.77,33.3,1,1,,,,,,28.418,28.418,29.606,1,1,,,,,,,1,,,,,1,,1,,,788
5/30/2025 10:28,5/30/2025 10:30,100,156,1,5/30/2025 10:30,0.699999988,,0,0,,,10.409,18.249,19.835,11,Edge,136.0.0.0,Windows NT 10.0,1366x768,,,,,,24.611,54.556,61.138,11,2,,,,,,46.743,46.743,49.217,1,2,1,,,1,,1,,,,,,790
5/30/2025 12:39,5/30/2025 12:41,100,85,1,5/30/2025 12:41,1,,0,0,,,0,0,22.553,0,Firefox,138,Windows NT 10.0,2560x1440,,,,,,24.97,24.97,27.732,1,2,,,,,,13.345,13.345,14.03,1,2,1,,,1,,1,,,,,,797
5/30/2025 10:50,5/30/2025 10:51,100,54,1,5/30/2025 10:51,1,,0,0,,,0,0,2.693,0,Edge,136.0.0.0,Windows NT 10.0,1366x768,,,,,,14.688,14.688,15.469,1,1,,,,,,6.681,12.981,15.888,2,2,,1,,,,,,1,,1,,799
5/30/2025 11:33,5/30/2025 11:36,100,163,1,5/30/2025 11:36,0.8999999761581421,,0,0,,,90.863,90.863,91.794,1,Edge,136.0.0.0,Windows NT 10.0,1778x1000,0.137,32.198,33.228,3,2,,,,,,25.674,25.674,26.979,1,1,,,,,,1,,1,,1,,,,,,,802
5/30/2025 11:43,5/30/2025 11:45,100,114,1,5/30/2025 11:45,1,,0,0,,,0,0,8.492,0,Chrome,136.0.0.0,Macintosh,1440x900,48.252,48.943,53.369,2,1,,,,,,,,,,,32.29,32.29,33.385,1,2,,1,,,,,,1,1,,,803
5/30/2025 11:45,5/30/2025 11:47,100,133,1,5/30/2025 11:47,1,,0,20,,,0,0,25.113,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,47.285,47.285,49.313,1,1,,,,,,32.032,32.032,34.369,1,2,,,,,,,1,,,,,1,,1,,,813
5/30/2025 10:16,5/30/2025 10:17,100,63,1,5/30/2025 10:17,1,,0,0,,,1.324,2.235,3.612,2,Firefox,138,Windows NT 10.0,1536x864,,,,,,12.594,28.711,30.478,4,1,16.355,16.355,17.343,1,2,,,,,,1,,,1,1,,,,,,,814
5/30/2025 10:33,5/30/2025 10:35,100,120,1,5/30/2025 10:35,1,,0,0,,,0,0,24.291,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,43.88,43.88,44.712,1,2,,,,,,25.278,25.278,26.913,1,2,,,,,,1,,1,,1,,,,,,,818
5/30/2025 9:37,5/30/2025 9:40,100,175,1,5/30/2025 9:40,1,,0,0,,,0,0,50.395,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,57.966,57.966,60.195,1,1,,,,,,,,,,,27.643,27.643,34.855,1,1,1,,1,,,1,,,,,,823
5/30/2025 10:36,5/30/2025 10:38,100,111,1,5/30/2025 10:38,0.8999999761581421,,0,0,,,3.957,9.179,10.148,7,Chrome,136.0.0.0,Linux x86_64,412x915,,,,,,3.923,15.418,16.191,6,1,,,,,,45.723,60.186,60.858,2,2,1,,,1,,1,,,,,,827
5/30/2025 12:43,5/30/2025 12:46,100,199,1,5/30/2025 12:46,1,,0,0,,,0,0,18.932,0,Chrome,136.0.0.0,Windows NT 10.0,1085x610,,,,,,47.001,52.255,63.258,2,2,43.495,43.495,45.561,1,2,,,,,,,1,,,,,1,,,1,,836
5/30/2025 9:48,5/30/2025 9:54,100,326,1,5/30/2025 9:54,1,,0,0,,,5.634,5.634,118.913,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,8.059,126.164,127.271,4,2,,,,,,37.531,37.531,39.382,1,2,,1,,,,,,1,,1,,837
5/30/2025 11:52,5/30/2025 11:54,100,124,1,5/30/2025 11:54,1,,0,20,,,0,0,6.22,0,Chrome,136.0.0.0,Windows NT 10.0,2048x1152,,,,,,72.784,72.784,73.826,1,2,24.901,24.901,25.93,1,2,,,,,,1,,,1,1,,,,,,,849
5/30/2025 11:21,5/30/2025 11:25,100,247,1,5/30/2025 11:25,1,,0,0,,,0,0,224.045,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,2.29,5.116,6.368,2,1,,,,,,,,,,,0.099,6.996,8.022,2,1,,1,,,,,,1,1,,,852
5/30/2025 9:14,5/30/2025 9:16,100,107,1,5/30/2025 9:16,1,,0,0,,,0,0,17.444,0,Chrome,137.0.0.0,Windows NT 10.0,1280x720,0.269,45.201,46.581,2,2,,,,,,21.347,21.347,23.993,1,2,,,,,,1,,1,,1,,,,,,,855
5/30/2025 9:28,5/30/2025 9:29,100,62,1,5/30/2025 9:29,1,,0,0,,,0,0,2.685,0,Chrome,136.0.0.0,Macintosh,1512x982,,,,,,30.43,30.43,31.076,1,1,17.233,17.233,20.301,1,1,,,,,,,1,,,,,1,,,1,,862
5/30/2025 10:03,5/30/2025 10:06,100,171,1,5/30/2025 10:06,1,,0,0,,,0,0,37.525,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,63.484,63.484,64.888,1,2,,,,,,24.764,24.764,27.577,1,1,,,,,,1,,1,,1,,,,,,,863
5/30/2025 13:35,5/30/2025 13:38,100,192,1,5/30/2025 13:39,1,,0,75,,,0,0,6.986,0,Chrome,136.0.0.0,Windows NT 10.0,1280x800,52.798,52.798,54.703,1,1,,,,,,,,,,,6.589,6.589,21.188,1,2,,1,,,,,,1,1,,,864
5/30/2025 12:27,5/30/2025 12:28,100,104,1,5/30/2025 12:28,1,,0,0,,,9.27,9.27,10.601,1,Chrome,136.0.0.0,Windows NT 10.0,1600x900,30.718,32.563,33.749,2,1,,,,,,40.155,40.155,41.487,1,1,,,,,,,1,,,,,1,,1,,,865
5/30/2025 10:02,5/30/2025 10:06,100,203,1,5/30/2025 10:06,1,,0,0,,,0,0,29.201,0,Chrome,126.0.0.0,CrOS x86_64 14541.0.0,1050x590,28.338,87.267,90.7,2,1,,,,,,,,,,,42.886,42.886,47.636,1,2,,1,,,,,,1,1,,,876
5/30/2025 11:26,5/30/2025 11:28,100,143,1,5/30/2025 11:28,1,,0,0,,,2.126,2.126,2.547,1,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,48.422,48.422,49.211,1,1,,,,,,12.912,14.047,14.4,3,1,,1,,,,,,1,,1,,877
5/30/2025 9:18,5/30/2025 9:21,100,152,1,5/30/2025 9:21,1,,0,0,,,0,0,25.544,0,Chrome,136.0.0.0,Windows NT 10.0,1397x786,,,,,,59.563,59.563,61.03,1,1,40.878,40.878,42.233,1,1,,,,,,1,,,1,1,,,,,,,879
5/30/2025 10:02,5/30/2025 10:03,100,62,1,5/30/2025 10:03,1,,0,0,,,0,0,4.529,0,Chrome,136.0.0.0,Macintosh,1496x967,,,,,,23.04,23.04,24.929,1,1,,,,,,20.689,20.689,22.168,1,1,1,,,1,,1,,,,,,880
5/30/2025 12:36,5/30/2025 12:38,100,116,1,5/30/2025 12:38,1,,0,0,,,0,0,20.87,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,,,,,,44.846,45.717,48.22,2,1,,,,,,16.163,16.163,17.642,1,2,,1,,,,,,1,,1,,884
5/30/2025 10:46,5/30/2025 10:48,100,94,1,5/30/2025 10:48,1,,0,0,,,0,0,18.256,0,Chrome,136.0.0.0,Macintosh,2560x1440,,,,,,36.744,36.744,38.981,1,1,,,,,,18.804,18.804,22.14,1,1,1,,,1,,1,,,,,,886
5/30/2025 13:30,5/30/2025 13:33,100,192,1,5/30/2025 13:33,0.8999999761581421,,0,0,,,30.955,66.448,91.353,4,Chrome,136.0.0.0,Linux x86_64,1440x810,,,,,,45.971,52.977,54,2,1,,,,,,19.161,19.161,20.668,1,2,1,,,1,,1,,,,,,888
5/30/2025 9:15,5/30/2025 9:16,100,102,1,5/30/2025 9:17,0.8999999761581421,,0,85,,,0,0,9.784,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,41.738,41.738,43.28,1,1,,,,,,23.784,23.784,25.033,1,2,,1,,,,,,1,,1,,890
5/30/2025 10:27,5/30/2025 10:29,100,127,1,5/30/2025 10:29,1,,0,0,,,0,0,8.8,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,36.195,36.195,36.999,1,2,57.692,57.692,59.094,1,2,,,,,,,1,,,,,1,,,1,,893
5/30/2025 9:15,5/30/2025 9:16,100,103,1,5/30/2025 9:16,1,,0,0,,,3.227,5.579,7.203,4,Chrome,137.0.0.0,Windows NT 10.0,1325x828,3.735,55.214,56.053,3,2,,,,,,,,,,,24.534,24.534,25.289,1,2,,1,,,,,,1,1,,,897
5/30/2025 13:23,5/30/2025 13:28,100,279,1,5/30/2025 13:28,1,,0,20,,,0,0,152.101,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,65.001,65.001,70.486,1,1,,,,,,,,,,,20.165,20.165,21.987,1,1,,1,,,,,,1,1,,,899
5/30/2025 9:24,5/30/2025 9:27,100,160,1,5/30/2025 9:27,1,,0,0,,,31.851,31.851,33.662,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,33.38,37.252,38.231,2,2,53.841,53.841,55.637,1,1,,,,,,,1,,,,,1,,,1,,900
5/30/2025 10:48,5/30/2025 10:50,100,128,1,5/30/2025 10:50,1,,0,0,,,0,0,16.638,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,40.5,40.5,45.812,1,2,46.741,46.741,51.578,1,2,,,,,,,1,,,,,1,,,1,,907
5/30/2025 9:34,5/30/2025 9:36,100,113,1,5/30/2025 9:36,0.8999999761581421,,0,0,,,0,0,25.733,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,35.054,35.054,36.553,1,1,,,,,,,,,,,27.99,27.99,29.127,1,1,,1,,,,,,1,1,,,909
5/30/2025 9:37,5/30/2025 9:39,100,129,1,5/30/2025 9:39,1,,0,0,,,0,0,6.271,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,58.145,58.145,59.879,1,2,,,,,,,,,,,39.65,39.65,44.509,1,1,,1,,,,,,1,1,,,912
5/30/2025 11:16,5/30/2025 11:18,100,103,1,5/30/2025 11:18,1,,0,0,,,0,0,3.444,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,50.85,50.85,61.211,1,1,19.369,19.369,25.791,1,2,,,,,,1,,,1,1,,,,,,,913
5/30/2025 9:37,5/30/2025 9:38,100,117,1,5/30/2025 9:39,0.8999999761581421,,0,0,,,0.838,0.838,23.326,1,Firefox,139,Windows NT 10.0,1600x900,,,,,,40.502,40.502,41.538,1,2,24.471,24.471,25.597,1,1,,,,,,,1,,,,,1,,,1,,918
5/30/2025 13:00,5/30/2025 13:03,100,132,1,5/30/2025 13:03,1,,0,0,,,0,0,20.606,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,59.846,59.846,61.084,1,2,,,,,,15.355,23.045,24.448,2,1,1,,,1,,1,,,,,,924
5/30/2025 9:22,5/30/2025 9:24,100,102,1,5/30/2025 9:24,1,,0,0,,,0,0,4.411,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,54.6,54.6,55.872,1,1,23.97,23.97,24.828,1,2,,,,,,1,,,1,1,,,,,,,927
5/30/2025 12:05,5/30/2025 12:08,100,168,1,5/30/2025 12:08,1,,0,0,,,1.328,25.181,26.101,23,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1092x614,21.007,57.057,58.801,15,1,,,,,,7.271,40.281,41.962,3,1,,,,,,,1,,,,,1,,1,,,931
5/30/2025 12:45,5/30/2025 12:47,100,144,1,5/30/2025 12:47,0.8999999761581421,,0,0,,,3.415,15.221,17.149,11,Safari,17.6,Macintosh,1440x900,,,,,,38.993,54.394,56.279,2,2,51.225,51.225,53.931,1,1,,,,,,,1,,,,,1,,,1,,932
5/30/2025 12:29,5/30/2025 12:31,100,102,1,5/30/2025 12:31,1,,0,0,,,2.05,3.816,5.229,6,Chrome,136.0.0.0,Windows NT 10.0,1366x768,1.301,28.742,29.605,18,1,,,,,,17.731,17.731,18.205,1,2,,,,,,1,,1,,1,,,,,,,934
5/30/2025 11:19,5/30/2025 11:23,100,213,1,5/30/2025 11:23,0.8999999761581421,,0,0,,,1.893,56.311,59.863,3,Safari,18.3.1,Macintosh,375x667,71.058,75.375,76.77,2,2,,,,,,,,,,,0.309,47.546,48.241,3,1,,1,,,,,,1,1,,,936
5/30/2025 9:21,5/30/2025 9:23,100,104,1,5/30/2025 9:23,1,,0,0,,,0,0,9.901,0,Chrome,109.0.0.0,Windows NT 10.0,1366x768,58.132,58.132,60.021,1,1,,,,,,,,,,,13.714,13.714,15.553,1,1,,1,,,,,,1,1,,,940
5/30/2025 12:39,5/30/2025 12:45,100,351,1,5/30/2025 12:45,1,,0,0,,,0,0,10.451,0,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1536x864,,,,,,273.586,273.586,275.164,1,1,30.18,30.18,32.277,1,2,,,,,,,1,,,,,1,,,1,,944
5/30/2025 9:12,5/30/2025 9:14,100,71,1,5/30/2025 9:14,1,,0,0,,,0,0,4.387,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,0.087,33.031,34.642,2,1,,,,,,15.704,15.704,18.698,1,1,1,,,1,,1,,,,,,945
5/30/2025 12:36,5/30/2025 12:38,100,107,1,5/30/2025 12:38,1,,0,0,,,2.139,5.56,6.734,7,Edge,134.0.0.0,Windows NT 10.0,1536x864,9.437,39.523,40.142,4,2,,,,,,18.586,18.586,20.467,1,1,,,,,,,1,,,,,1,,1,,,949
5/30/2025 9:55,5/30/2025 9:56,100,62,1,5/30/2025 9:56,0.8999999761581421,,0,0,,,0,0,2.565,0,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,29.568,29.568,31.976,1,2,,,,,,15.832,15.832,16.807,1,2,,,,,,1,,1,,1,,,,,,,960
5/30/2025 10:41,5/30/2025 10:43,100,112,1,5/30/2025 10:43,1,,0,0,,,0,0,5.965,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,54.755,54.755,56.74,1,1,28.202,28.202,29.698,1,2,,,,,,1,,,1,1,,,,,,,963
5/30/2025 12:10,5/30/2025 12:11,100,100,1,5/30/2025 12:11,1,,0,0,,,0,0,5.349,0,Edge,137.0.0.0,Windows NT 10.0,1280x800,,,,,,45.082,45.082,46.144,1,1,34.852,34.852,36.277,1,1,,,,,,1,,,1,1,,,,,,,966
5/30/2025 13:08,5/30/2025 13:14,100,325,1,5/30/2025 13:14,1,,0,0,,,42.216,84.899,86.252,3,Chrome,136.0.0.0,Windows NT 10.0,1600x900,28.434,61.017,62.478,4,2,,,,,,71.986,71.986,73.003,1,2,,,,,,1,,1,,1,,,,,,,978
5/30/2025 10:42,5/30/2025 10:48,100,350,1,5/30/2025 10:48,1,,0,0,,,0,0,184.04,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,82.45,82.45,84.38,1,1,26.565,26.565,27.666,1,2,,,,,,1,,,1,1,,,,,,,979
5/30/2025 11:49,5/30/2025 11:50,100,77,1,5/30/2025 11:50,1,,0,0,,,0,0,5.773,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,34.999,34.999,36.182,1,1,20.462,20.462,22.372,1,1,,,,,,1,,,1,1,,,,,,,984
5/30/2025 9:17,5/30/2025 9:19,100,127,1,5/30/2025 9:19,0.8999999761581421,,0,0,,,0,0,5.453,0,Firefox,138,Windows NT 10.0,1312x820,46.355,46.355,61.534,1,1,,,,,,41.009,41.009,41.991,1,2,,,,,,,1,,,,,1,,1,,,985
5/30/2025 12:52,5/30/2025 12:56,100,277,1,5/30/2025 12:56,0.8999999761581421,,0,0,,,0,0,89.036,0,Firefox,139,Windows NT 10.0,1920x1080,,,,,,68.295,68.295,69.984,1,1,70.879,70.879,72.183,1,2,,,,,,,1,,,,,1,,,1,,995
5/30/2025 10:00,5/30/2025 10:01,100,47,1,5/30/2025 10:01,1,,0,0,,,0,0,3.996,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,18.506,18.506,19.695,1,1,11.68,12.939,13.337,2,2,,,,,,1,,,1,1,,,,,,,998
5/30/2025 13:30,5/30/2025 13:31,100,81,1,5/30/2025 13:31,1,,0,0,,,6.355,7.156,7.999,2,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,2.005,31.189,34.944,4,1,,,,,,,,,,,17.496,17.496,19.008,1,1,,1,,,,,,1,1,,,1009
5/30/2025 11:19,5/30/2025 11:21,100,126,1,5/30/2025 11:21,0.8999999761581421,,0,0,,,7.859,7.859,9.305,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,61.349,63.071,69.678,2,2,,,,,,,,,,,28.965,28.965,31.317,1,2,1,,1,,,1,,,,,,1010
5/30/2025 11:02,5/30/2025 11:03,100,73,1,5/30/2025 11:03,1,,0,0,,,9.282,9.282,9.698,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,27.666,27.666,28.934,1,1,,,,,,16.046,17.72,20.448,3,2,,,,,,,1,,,,,1,,1,,,1017
5/30/2025 13:08,5/30/2025 13:11,100,123,1,5/30/2025 13:11,1,,0,5,,,0,0,7.001,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,,,,,,53.934,53.934,56.453,1,1,,,,,,29.908,29.908,30.922,1,2,1,,,1,,1,,,,,,1020
5/30/2025 11:49,5/30/2025 11:50,100,46,1,5/30/2025 11:50,1,,0,0,,,0,0,2.602,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,12.722,12.722,13.612,1,1,15.006,15.006,18.317,1,2,,,,,,,1,,,,,1,,,1,,1021
5/30/2025 13:30,5/30/2025 13:31,100,62,1,5/30/2025 13:31,1,,0,20,,,0,0,3.3,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,26.112,26.112,27.585,1,2,,,,,,16.871,16.871,18.042,1,2,1,,,1,,1,,,,,,1027
5/30/2025 11:19,5/30/2025 11:21,100,115,1,5/30/2025 11:21,1,,0,0,,,0,0,22.217,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,,,,,,33.608,33.608,38.722,1,1,31.293,31.293,35.44,1,1,,,,,,,1,,,,,1,,,1,,1030
5/30/2025 11:31,5/30/2025 11:32,100,66,1,5/30/2025 11:32,1,,0,0,,,0,0,10.569,0,Firefox,138,Windows NT 10.0,1920x1080,17.524,17.524,22.528,1,1,,,,,,,,,,,16.081,16.081,17.296,1,1,1,,1,,,1,,,,,,1031
5/30/2025 13:20,5/30/2025 13:23,100,187,1,5/30/2025 13:23,0.8999999761581421,,0,0,,,90.027,90.027,90.865,1,Firefox,139,Windows NT 10.0,1536x864,,,,,,30.287,33.159,34.659,2,1,19.374,19.374,47.661,1,2,,,,,,,1,,,,,1,,,1,,1037
5/30/2025 13:38,5/30/2025 13:39,100,70,1,5/30/2025 13:39,1,,0,0,,,0,0,8.909,0,Chrome,136.0.0.0,Windows NT 10.0,1242x699,33.259,33.259,34.698,1,1,,,,,,10.32,11.785,13.82,2,2,,,,,,,1,,,,,1,,1,,,1040
5/30/2025 11:58,5/30/2025 11:59,100,57,1,5/30/2025 11:59,0.8999999761581421,,0,0,,,0,0,3.45,0,Firefox,139,Windows NT 10.0,1920x1080,,,,,,24.104,24.104,26.105,1,1,16.899,16.899,17.744,1,1,,,,,,1,,,1,1,,,,,,,1041
5/30/2025 9:15,5/30/2025 9:18,100,180,1,5/30/2025 9:18,1,,0,0,,,2.69,2.69,5.225,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,62.92,97.602,102.824,2,1,,,,,,31.392,31.392,35.934,1,2,,1,,,,,,1,,1,,1043
5/30/2025 10:30,5/30/2025 10:31,100,67,1,5/30/2025 10:31,0.8999999761581421,,0,0,,,0,0,12.683,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,20.855,20.855,23.53,1,1,,,,,,12.187,12.187,16.603,1,1,,1,,,,,,1,,1,,1047
5/30/2025 9:59,5/30/2025 10:00,100,66,1,5/30/2025 10:00,1,,0,0,,,0,0,3.684,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,37.733,37.733,38.746,1,1,,,,,,,,,,,12.115,12.115,13.246,1,1,1,,1,,,1,,,,,,1055
5/30/2025 13:38,5/30/2025 13:40,100,136,1,5/30/2025 13:40,1,,0,0,,,0,0,11.46,0,Edge,136.0.0.0,Windows NT 10.0,1280x720,62.504,62.504,63.921,1,1,,,,,,18.506,18.506,22.378,1,2,,,,,,1,,1,,1,,,,,,,1060
5/30/2025 11:00,5/30/2025 11:02,100,114,1,5/30/2025 11:02,1,,0,0,,,15.984,15.984,17.658,1,Chrome,136.0.0.0,Macintosh,1680x1050,51.651,51.651,53.339,1,1,,,,,,,,,,,17.737,17.737,19.776,1,1,1,,1,,,1,,,,,,1068
5/30/2025 12:45,5/30/2025 12:50,100,297,1,5/30/2025 12:50,1,,0,0,,,16.012,39.056,48.323,3,Edge,136.0.0.0,Windows NT 10.0,1360x768,89.961,140.566,141.427,2,2,,,,,,,,,,,5.499,51.317,52.492,2,2,1,,1,,,1,,,,,,1069
5/30/2025 10:24,5/30/2025 10:28,100,266,1,5/30/2025 10:28,1,,0,0,,,4.314,4.314,37.393,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,2.351,31.889,35.263,2,1,,,,,,15.238,15.238,18.4,1,1,,,,,,1,,1,,1,,,,,,,1090
5/30/2025 13:08,5/30/2025 13:10,100,109,1,5/30/2025 13:10,1,,0,0,,,0,0,18.803,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,28.585,28.585,31.262,1,2,,,,,,13.713,13.713,19.055,1,2,,,,,,1,,1,,1,,,,,,,1091
5/30/2025 12:00,5/30/2025 12:03,100,130,1,5/30/2025 12:03,1,,0,0,,,0,0,46.839,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1300x730,29.755,29.755,31.201,1,2,,,,,,,,,,,23.671,23.671,24.994,1,1,1,,1,,,1,,,,,,1093
5/30/2025 12:03,5/30/2025 12:05,100,115,1,5/30/2025 12:05,0.8999999761581421,,0,0,,,0,0,13.064,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,53.137,56.914,57.856,2,1,,,,,,,,,,,26.06,26.06,26.908,1,2,,1,,,,,,1,1,,,1094
