StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
5/29/2025 16:15,5/29/2025 16:18,100,214,1,5/29/2025 16:18,4,I will not use AI to answer this survey,I needed someone to pick me up from the airport after my trip.  A friend was willing to pick me up and I was grateful.  I treated him to dinner nearby before he took me home.  I'm glad he was available because it would cost me more money to find another arrangement.,0.819,126.05,126.053,2,1,1,1,1,3,2,1,1,1,1,1,1,6,4,3,2,5,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,46
5/29/2025 16:16,5/29/2025 16:23,100,372,1,5/29/2025 16:23,4,I will not use AI to answer this survey,"I wake up in the morning and use the restroom. I turn on the coffee pot in the kitchen and go back to the bathroom, brush my teeth, and put on deodorant. I make my lunch and pour my coffee. I sit down to a cup of coffee, the pot which was made the night before, and have a bite to eat. The food is usually cereal, a breakfast sandwich, or some other small item. I get in the car at about 4:00 am. My drive to work is from 4:00 AM to 4:45 am. I take a nap in the car before my work shift starts at 6 AM, and it makes me feel relaxed and refreshed. ",76.886,122.76,122.814,3,5,4,6,3,2,1,6,5,6,6,3,5,6,2,5,3,4,1,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,47
6/5/2025 8:30,6/5/2025 8:35,100,276,1,6/5/2025 8:35,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A family member when through an emotional breakdown and began making extremely poor decisions that not only had negative effects on them, but all of those around them. I was frustrated, anxious, scared, exhausted and angry. However, I had no control over the situation and could only do my best to do damage control as events took place.",8.208,165.584,165.586,4,6,6,7,2,1,3,1,3,7,2,3,1,1,5,4,7,4,1,2,5,6,8,3,9,2,7,7,2,2,6,7,5,3,7,6,4,5,8,1,2,in_control,prime,1,,,,,,1,2,49
5/30/2025 8:45,5/30/2025 8:49,100,207,1,5/30/2025 8:49,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was driving from my home to work one early morning, and I was sleepy and in a hurry as I was late.  Two people on bicycles did not stop at a cross walk, and I bumped into one of them.  The male complained that he was hurt.  The female got violent with me, and a scuffle ensued.  That was the first time I have ever been struck by anyone, and it was disconcerting.  ",6.116,121.444,121.446,2,7,7,5,3,2,1,6,1,7,1,1,1,1,2,1,3,7,5,8,9,2,1,4,6,1,3,7,2,2,7,7,7,3,8,1,5,4,7,2,6,in_control,prime,1,,,,,,2,1,50
5/30/2025 8:49,5/30/2025 8:54,100,260,1,5/30/2025 8:54,4,I will not use AI to answer this survey,I wake up around 7am get dressed and go to the bathroom to brush my teeth. Then I go downstairs get a cup of coffee and start my workday. I work almost everyday on my laptop from home.,6.192,128.885,128.889,15,4,5,5,1,3,2,5,4,4,4,5,5,2,1,4,5,3,6,4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,51
5/29/2025 17:17,5/29/2025 17:20,100,188,1,5/29/2025 17:20,4,I will not use AI to answer this survey,"I wake up. Exit the bed. Leave my bedroom, close the door. I use the restroom. Brush my teeth. I turn off the house alarm. I then go to the mud room and give the cat his meds. I get the dog her breakfast, feed her on the back deck. I then walk to my home office and turn my computer on. ",3.714,120.893,120.898,5,6,6,6,3,1,2,3,3,3,2,3,3,3,5,4,1,6,2,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,52
5/30/2025 10:21,5/30/2025 10:26,100,271,1,5/30/2025 10:26,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was recently traveling and had a mix-up with the rental car. I was able to get the situation fixed and felt good about how I advocated for myself and was able to get everything resolved to my satisfaction.,28.293,122.483,122.488,2,6,6,6,2,3,1,2,2,7,2,2,1,4,4,3,1,3,9,8,4,6,5,2,7,2,4,5,2,4,6,6,5,5,2,8,1,3,7,6,4,in_control,control,,1,,,,,2,1,55
5/29/2025 16:19,5/29/2025 16:24,100,303,1,5/29/2025 16:24,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My car started to spin out of control on some ice in the winter time,but I knew that I could stop from hitting anything or anyone. I felt very confident in my ability to stay safe and knew how to turn the steering wheel.",11.722,122.994,122.996,2,6,7,5,2,3,1,1,1,7,1,1,1,5,4,2,3,6,2,5,1,7,8,4,9,3,7,5,2,2,6,7,6,4,2,6,8,1,3,5,7,in_control,control,,1,,,,,2,1,56
5/29/2025 16:26,5/29/2025 16:32,100,367,1,5/29/2025 16:32,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,This happened when I received promotion to become HR Manager and manage a large number of employees and colleagues in my department. I felt in control of the department and this give me power over ,11.136,25.234,200.003,2,7,7,7,1,2,3,1,1,7,1,1,1,7,7,1,9,3,6,7,2,8,1,5,4,4,4,1,5,5,1,1,1,1,4,5,2,3,7,8,6,in_control,control,,1,,,,,1,2,57
6/4/2025 14:04,6/4/2025 14:10,100,335,1,6/4/2025 14:10,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One time a major (unexpected) storm hit while my wife and I were down the road having dinner. After the storm passed we tried to get back home but there were tree limbs and power lines down blocking our road. Although I was a little nervous about how we'd get home, I stayed calm and tried some alternate routes, navigating fallen trees as we went.",9.595,132.259,132.261,6,5,5,6,1,3,2,1,2,6,1,2,2,4,5,3,4,1,3,2,9,5,7,6,8,3,5,4,7,6,6,7,3,5,1,8,4,2,3,6,7,in_control,control,,1,,,,,1,2,59
5/29/2025 23:17,5/29/2025 23:21,100,205,1,5/29/2025 23:21,4,I will not use AI to answer this survey,"I get up around the same time every mourning. First I let the dogs out, then I have a cup of coffee. After that I get ready for work. By that I mean shower, shave, brush my teeth and get dressed.",9.948,121.744,121.747,2,7,7,7,3,1,2,7,7,7,7,7,7,3,6,1,4,5,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,60
5/30/2025 13:26,5/30/2025 13:30,100,246,1,5/30/2025 13:30,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A software application stopped working and my job. I got called into a meeting to try to fix it. I was able to fix the application and get it working, because I was aware of how it worked in the first place. I felt in control because I had the experience to take care of it. ",5.595,121.447,121.452,2,5,5,6,3,1,2,2,2,7,1,1,1,6,5,3,6,7,8,2,3,1,9,4,5,5,5,2,1,6,1,6,1,2,6,8,1,5,4,7,3,in_control,control,,1,,,,,1,2,62
5/29/2025 17:52,5/29/2025 17:56,100,250,1,5/29/2025 17:56,4,I will not use AI to answer this study,"I get up in the morning and head downstairs.  I let the dog out, start my coffee, then head upstairs to dress and bathe.  After that I let the dog back in, grab a cup of coffee and start my workday.  I usually spend the rest of the morning on the computer earning a wage.",2.719,124.887,124.889,3,6,6,6,1,2,3,4,5,6,6,6,7,4,5,3,1,6,2,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,65
5/29/2025 19:29,5/29/2025 19:34,100,297,1,5/29/2025 19:34,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An incident that comes to mind is when my youngest daughter was having a lot of stomach issues.  Every night she would go to bed in extreme pain, and this lasted for months.  The doctors had no idea what was going on or how to help her- I felt so helpless and sad for her.  She was so brave, but it was exhausting for her and her mom and I were stressed with trying to find answers.",7.093,134.583,134.585,2,4,5,5,2,1,3,2,4,6,2,2,1,2,4,3,4,6,1,9,2,5,3,8,7,4,4,4,3,4,3,5,4,4,1,7,3,6,8,5,2,in_control,prime,1,,,,,,1,2,66
5/30/2025 8:02,5/30/2025 8:06,100,231,1,5/30/2025 8:06,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At an old job, we delivered a chair to someone who ended up not actually being home. I called our boss, who contacted the customer who then let us in remotely (he was supposed to leave his door open, it was a long time ago but he had electronic locks on his home). It was frustrating at first but it felt good to have procedure in place and to be able to get it resolved quickly instead of wasting a lot of time.",129.5,129.5,129.506,1,4,4,4,3,1,2,1,2,7,1,2,1,4,5,3,3,9,5,2,1,4,8,6,7,5,4,5,4,3,4,4,5,1,7,6,2,3,8,5,4,in_control,control,,1,,,,,2,1,67
5/29/2025 16:21,5/29/2025 16:24,100,206,1,5/29/2025 16:24,4,I will not use AI to answer this survey,"I wake up, say my prayers, get off bed, greet my wife and check up on the kids, then I go brush my teeth wash my face, head straight into the bathroom, have my shower, dress up , eat my breakfast, drop the kids at school, then go to work",11.271,121.563,121.575,2,7,7,7,2,1,3,6,7,7,6,7,7,2,3,6,4,5,1,7,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,68
5/30/2025 11:36,5/30/2025 11:40,100,257,1,5/30/2025 11:40,4,I will not use AI to answer survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was traveling and while waiting at the airport for my flight, it was unexpectedly canceled. I felt disappointment and a lack of control over the situation. Nothing i could do",10.231,121.252,121.259,7,5,6,6,2,1,3,3,1,5,2,1,1,4,4,1,7,1,6,9,2,4,8,5,3,3,4,5,3,4,3,4,5,5,4,3,1,7,2,8,6,in_control,prime,1,,,,,,1,2,71
5/29/2025 16:17,5/29/2025 16:20,100,161,1,5/29/2025 16:20,4,I will not use AI to answer this survey,"I was recently having some difficulty dealing with my father's illness, just kind of on a personal an emotional level. He has been diagnosed with Parkinsons, and is not doing well, and I am having a tough time with it. My boss, of all people, had a very genuine conversation with me about this and shared some of his own experiences and helped me be a little less stressed out and bothered by the situation. ",1.113,121.66,121.662,4,6,6,6,2,3,1,5,5,4,4,5,5,4,1,6,2,5,3,5,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,73
5/29/2025 17:49,5/29/2025 17:53,100,218,1,5/29/2025 17:53,4,I will not use AI to answer this survey,Recently I had to go purchase my burial arrangements the girl doing the set up was very helpful and did her best to make sure that I got the best deal even to the point of the casket being the same price as the one obtained 2 years ago for my spouse this is a difficult task and any help if great ,7.332,122.708,122.711,2,4,4,4,3,2,1,4,4,2,4,4,2,4,1,5,2,3,6,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,76
5/29/2025 16:49,5/29/2025 16:53,100,210,1,5/29/2025 16:53,4,I will not use AI to answer this survey,"I remember when my daughter was born premature. She spent 11  weeks in the ICU. A nurse one night spent an hour explaining the situation to me honestly. I was very grateful for her telling me what I was facing and not sugar coating it. My daughter made it through ok, and to this day I have not forgotten that nurse comforting me. ",4.271,121.229,121.23,6,6,7,7,1,2,3,4,4,5,6,5,7,4,3,6,5,2,1,5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,79
5/29/2025 16:15,5/29/2025 16:18,100,186,1,5/29/2025 16:18,4,I will not use AI to answer this survey,I felt sincerely grateful after I had sinus surgery. I had very large polyps in both nostrils and had not been able to breathe through my nose for well over a year. I finally had the polyps removed and it was like a minor miracle. I was very grateful.,0.98,121.303,121.305,8,4,4,4,2,1,3,1,4,3,1,3,3,4,6,2,3,5,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,80
6/5/2025 12:45,6/5/2025 12:50,100,311,1,6/5/2025 12:50,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One time i hit my brothers car, no one else was around so i was in full control of how to handle it. I got out of my car and looked at his, i noticed there was some damage. i felt awful because i knew hed be upset. I immediately texted him and told him what happened and i told him id cover the cost to fix it. he was nice about it but i still felt bad",7.029,173.955,173.959,2,5,5,5,1,3,2,4,6,6,5,6,5,3,2,6,1,9,8,4,7,5,6,3,2,3,3,4,3,3,3,5,4,7,3,8,4,6,1,5,2,in_control,control,,1,,,,,2,1,82
5/29/2025 16:35,5/29/2025 16:39,100,216,1,5/29/2025 16:39,4,I will not use AI to answer this survey,"Started hot water, fed dog, fed cats, cleaned out cat box, kept one cat from eating the other's leftovers.  Walked dog.  Made coffee.  Fed outdoor cats.  Poured coffee. Settled in to work.",2.716,122.522,122.528,6,6,5,5,3,1,2,4,4,1,4,5,5,6,5,4,3,2,1,7,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,84
5/29/2025 17:59,5/29/2025 18:04,100,243,1,5/29/2025 18:04,4,I will not use AI to answer this survey.,I heat my house with wood. Wood is not always cheap to buy. I have had the pleasure of meeting two different couples who have let me come on their property and cut wood for free. This is a great help to my budget and the kindness of strangers have touched my heart. It has given me faith in humanity again. Most people are not out to help others.,6.48,129.438,129.441,2,7,7,7,2,3,1,6,6,6,5,7,6,3,4,6,1,5,2,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,89
5/30/2025 10:11,5/30/2025 10:14,100,186,1,5/30/2025 10:14,4,I will not use AI to answer this survey,"Wake up, stretch, check on parents, figure out clothes, change contacts, brush teeth, wash face or shower, start making breakfast, stretch on mat, eat breakfast, make tea a little later in morning",5.792,121.877,121.88,4,4,4,4,1,2,3,2,3,4,4,5,1,3,5,6,4,2,1,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,90
5/29/2025 16:16,5/29/2025 16:20,100,241,1,5/29/2025 16:20,4,I will not use AI to answer this survey.,One of my best friends surprised me last year for my mom's birthday. She sent me $25 to take her out for lunch and ice cream. I was struggling to make ends meet and have fun on my mom's 85 birthday. I felt so grateful and bless to have someone's kindness touch me in away that hit straight to the core of friendship.,10.195,182.033,182.046,2,7,7,7,1,3,2,6,6,6,6,6,6,2,5,1,6,3,4,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,91
