StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_CTXTintro_First Click,t_CTXTintro_Last Click,t_CTXTintro_Page Submit,t_CTXTintro_Click Count,Intro,t_Printer_TC_First Click,t_Printer_TC_Last Click,t_Printer_TC_Page Submit,t_Printer_TC_Click Count,Bin.Printer_TC,t_Cell_Comp_First Click,t_Cell_Comp_Last Click,t_Cell_Comp_Page Submit,t_Cell_Comp_Click Count,Comp_Cell,t_TV_Attr_First Click,t_TV_Attr_Last Click,t_TV_Attr_Page Submit,t_TV_Attr_Click Count,Attr_TV,t_TV_Comp_First Click,t_TV_Comp_Last Click,t_TV_Comp_Page Submit,t_TV_Comp_Click Count,Comp_TV,t_Cell_Attr_First Click,t_Cell_Attr_Last Click,t_Cell_Attr_Page Submit,t_Cell_Attr_Click Count,Attr_Cell,t_TV_TC_First Click,t_TV_TC_Last Click,t_TV_TC_Page Submit,t_TV_TC_Click Count,Bin.TV_TC,t_Printer_Attr_First Click,t_Printer_Attr_Last Click,t_Printer_Attr_Page Submit,t_Printer_Attr_Click Count,Attr_Printer,t_Printer_Comp_First Click,t_Printer_Comp_Last Click,t_Printer_Comp_Page Submit,t_Printer_Comp_Click Count,Comp_Printer,t_Cell_TC_First Click,t_Cell_TC_Last Click,t_Cell_TC_Page Submit,t_Cell_TC_Click Count,Bin.Cell_TC,FL_213_DO_FL_215,FL_213_DO_FL_241,FL_213_DO_FL_255,FL_213_DO_FL_292,FL_213_DO_FL_274,FL_213_DO_FL_304,FL_224_DO_Bin.Printet_TC,FL_224_DO_Comp.Cell,FL_224_DO_Attr.TV,FL_244_DO_Bin.Printet_TC,FL_244_DO_Comp.TV,FL_244_DO_Attr.Cell,FL_258_DO_Bin.TV_TC,FL_258_DO_Comp.Cell,FL_258_DO_Attr.Printer,FL_295_DO_Bin.TV_TC,FL_295_DO_Attr.Cell,FL_295_DO_Comp.Printer,FL_277_DO_Bin.Cell_TC,FL_277_DO_Attr.Printer,FL_277_DO_Comp.TV,FL_307_DO_Bin.Cell_TC,FL_307_DO_Attr.TV,FL_307_DO_Comp.Printer,TWIN_ID
5/30/2025 10:22,5/30/2025 10:26,100,214,1,5/30/2025 10:26,0.8999999761581421,,0,0,,,0,0,34.343,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,43.304,43.304,44.548,1,2,25.385,25.385,29.053,1,1,41.962,41.962,43.675,1,2,39.675,39.675,45.88,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,437
5/30/2025 11:27,5/30/2025 11:29,100,94,1,5/30/2025 11:29,1,,0,0,,,0,0,4.619,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,30.425,30.425,32.074,1,1,7.771,7.771,11.777,1,1,13.162,13.162,17.456,1,2,13.939,13.939,19.279,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,438
5/30/2025 9:49,5/30/2025 9:57,100,499,1,5/30/2025 9:57,1,,0,0,,,0,0,39.403,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,123.891,123.891,133.038,1,1,,,,,,46.352,46.352,54.204,1,2,,,,,,,,,,,,,,,,34.214,34.214,35.476,1,2,217.843,217.843,222.187,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,442
5/30/2025 10:54,5/30/2025 10:56,100,91,1,5/30/2025 10:56,0.8999999761581421,,0,0,,,0,0,37.087,0,Chrome,127.0.0.0,Macintosh,1440x900,9.705,9.705,11.324,1,2,3.741,3.741,4.955,1,1,8.305,11.739,12.874,2,3,4.065,4.065,5.581,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,444
5/30/2025 10:53,5/30/2025 11:01,100,477,1,5/30/2025 11:01,1,,0,0,,,4.82,5.546,8.318,2,Chrome,136.0.0.0,Windows NT 10.0,1536x864,164.126,164.126,165.267,1,2,,,,,,,,,,,,,,,,184.206,185.178,190.59,2,2,,,,,,,,,,,21.657,21.657,25.849,1,2,,,,,,77.617,77.617,81.329,1,1,,,,,1,,,,,,,,,,,,,,3,2,1,,,,446
5/30/2025 9:54,5/30/2025 9:56,100,117,1,5/30/2025 9:56,1,,0,0,,,0,0,6.759,0,Chrome,136.0.0.0,Windows NT 10.0,3840x1200,30.625,30.625,31.59,1,2,,,,,,,,,,,14.303,14.303,18.334,1,2,,,,,,,,,,,,,,,,,,,,,26.884,26.884,27.69,1,3,19.274,19.274,20.079,1,2,,,,,,1,,,,,,,,,,,,,,,,3,2,1,447
5/30/2025 9:15,5/30/2025 9:17,100,168,1,5/30/2025 9:17,0.8999999761581421,,0,0,,,0,0,16.936,0,Firefox,115,Windows NT 6.1,1920x1080,38.521,38.521,39.87,1,2,,,,,,,,,,,,,,,,,,,,,36.254,36.254,37.248,1,2,22.748,22.748,23.796,1,1,,,,,,30.149,30.149,31.901,1,3,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,451
5/30/2025 9:25,5/30/2025 9:29,100,240,1,5/30/2025 9:29,1,,0,0,,,0,0,47.015,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,35.639,89.774,91.115,5,2,23.12,23.697,25.734,2,2,18.661,18.661,22.421,1,3,14.223,14.223,18.174,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,452
5/30/2025 9:11,5/30/2025 9:13,100,151,1,5/30/2025 9:13,1,,0,0,,,20.47,22.427,24.051,2,Chrome,137.0.0.0,Windows NT 10.0,1536x864,4.009,47.191,52.343,3,2,2.59,16.204,17.998,2,1,,,,,,,,,,,4.249,15.079,18.182,2,2,3.195,20.189,21.182,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,457
5/30/2025 9:20,5/30/2025 9:24,100,224,1,5/30/2025 9:24,1,,0,0,,,0,0,4.537,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,86.31,86.31,88.162,1,2,,,,,,47.488,47.488,48.802,1,2,,,,,,,,,,,,,,,,28.691,28.691,30.7,1,1,29.554,29.554,34.85,1,3,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,459
5/30/2025 11:46,5/30/2025 11:53,100,389,1,5/30/2025 11:53,0.8999999761581421,,0,0,,,31.39,31.39,41.129,1,Firefox,139,Windows NT 10.0,1366x768,111.065,171.658,176.586,8,1,,,,,,1.638,5.919,8.603,3,2,,,,,,,,,,,,,,,,6.945,54.373,114.986,12,1,10.834,27.035,40.1,5,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,464
5/30/2025 12:58,5/30/2025 13:03,100,281,1,5/30/2025 13:03,1,,0,0,,,0,0,40.709,0,Chrome,136.0.0.0,Windows NT 10.0,1344x840,47.469,47.469,59.968,1,1,45.284,45.284,61.799,1,2,51.391,51.391,52.842,1,2,46.41,46.41,48.957,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,472
5/30/2025 9:11,5/30/2025 9:18,100,415,1,5/30/2025 9:18,1,,0,0,,,0,0,5.34,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,62.371,62.371,69.744,1,1,7.866,7.866,11.504,1,1,,,,,,,,,,,7.645,7.645,12.834,1,2,299.887,299.887,301.374,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,475
5/30/2025 9:08,5/30/2025 9:17,100,513,1,5/30/2025 9:17,1,,0,5,,,0,0,9.325,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,34.021,34.021,35.441,1,2,,,,,,34.254,34.254,35.556,1,2,,,,,,,,,,,,,,,,22.982,22.982,24.845,1,2,29.155,29.155,30.042,1,3,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,477
5/30/2025 10:37,5/30/2025 10:40,100,186,1,5/30/2025 10:40,0.8999999761581421,,0,105,,,19.45,19.45,20.86,1,Edge,136.0.0.0,Windows NT 10.0,1536x864,13.655,17.525,19.297,2,2,3.429,5.774,7.274,2,2,3.437,5.119,6.503,2,3,12.78,88.176,89.998,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,482
5/30/2025 11:55,5/30/2025 11:57,100,97,1,5/30/2025 11:57,1,,0,0,,,0,0,4.226,0,Edge,136.0.0.0,Windows NT 10.0,2560x1440,23.891,23.891,26.1,1,2,,,,,,,,,,,23.754,23.754,24.69,1,2,,,,,,,,,,,,,,,,,,,,,18.588,18.588,19.44,1,2,16.7,16.7,17.62,1,1,,,,,,1,,,,,,,,,,,,,,,,1,3,2,483
5/30/2025 9:34,5/30/2025 9:37,100,157,1,5/30/2025 9:37,1,,0,20,,,0,0,14.354,0,Chrome,136.0.0.0,Windows NT 10.0,1423x889,36.141,36.141,38.172,1,2,10.399,10.399,31.233,1,2,,,,,,,,,,,24.758,24.758,47.167,1,2,12.425,12.425,13.243,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,486
5/30/2025 10:35,5/30/2025 10:38,100,184,1,5/30/2025 10:38,1,,0,5,,,0,0,34.417,0,Chrome,136.0.0.0,Windows NT 10.0,1670x940,55.436,55.436,57.19,1,2,,,,,,34.22,34.22,41.148,1,2,,,,,,,,,,,,,,,,15.255,15.255,17.08,1,1,16.308,16.308,20.457,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,495
5/30/2025 9:13,5/30/2025 9:17,100,267,1,5/30/2025 9:17,1,,0,0,,,14.393,14.393,34.006,1,Chrome,135.0.0.0,Windows NT 10.0,1600x900,43.301,43.301,74.547,1,1,,,,,,,,,,,,,,,,17.449,17.449,19.335,1,2,,,,,,,,,,,8.552,8.552,10.952,1,3,,,,,,15.68,19.616,25.342,2,1,,,,,1,,,,,,,,,,,,,,1,3,2,,,,496
5/30/2025 9:06,5/30/2025 9:10,100,219,1,5/30/2025 9:10,1,,0,0,,,0,0,14.472,0,Chrome,136.0.0.0,Macintosh,1440x900,82.432,82.432,84.576,1,2,,,,,,17.631,17.631,19.591,1,3,,,,,,,,,,,,,,,,21.356,22.893,23.467,2,2,8.864,21.681,23.607,4,3,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,497
5/30/2025 9:17,5/30/2025 9:21,100,257,1,5/30/2025 9:21,1,,0,0,,,0,0,49.503,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,52.533,56.189,57.381,2,2,,,,,,,,,,,,,,,,50.501,50.501,53.098,1,2,,,,,,,,,,,43.436,43.436,49.13,1,2,,,,,,29.154,29.154,30.303,1,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,498
5/30/2025 9:10,5/30/2025 9:13,100,151,1,5/30/2025 9:13,1,,0,0,,,0,0,6.056,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,30.607,30.607,31.749,1,2,,,,,,,,,,,,,,,,36.475,36.475,38.577,1,3,,,,,,,,,,,32.222,32.222,33.813,1,2,,,,,,29.196,29.196,30.114,1,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,499
5/30/2025 10:38,5/30/2025 10:42,100,193,1,5/30/2025 10:42,1,,0,0,,,0,0,16.635,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,30.324,30.387,33.939,2,3,,,,,,26.756,26.76,29.09,2,1,,,,,,,,,,,,,,,,23.421,23.421,25.588,1,1,46.439,46.439,63.422,1,2,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,502
5/30/2025 9:21,5/30/2025 9:28,100,425,1,5/30/2025 9:28,1,,0,0,,,13.287,62.4,64.85,26,Chrome,136.0.0.0,Windows NT 10.0,1536x864,0.473,69.732,72.795,20,2,,,,,,,,,,,38.54,38.54,40.627,1,2,,,,,,,,,,,,,,,,,,,,,25.439,118.481,119.752,9,2,32.282,86.846,90.369,5,2,,,,,,1,,,,,,,,,,,,,,,,2,3,1,503
5/30/2025 9:13,5/30/2025 9:17,100,201,1,5/30/2025 9:17,1,,0,0,,,0,0,34.767,0,Chrome,136.0.0.0,Windows NT 10.0,1504x1003,35.257,35.257,42.683,1,3,20.627,20.627,21.813,1,1,,,,,,,,,,,15.707,15.707,23.202,1,1,35.313,35.313,50.072,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,504
5/30/2025 9:25,5/30/2025 9:29,100,263,1,5/30/2025 9:29,1,,0,0,,,0,0,20.495,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,107.163,107.163,109.248,1,1,23.151,23.151,25.13,1,2,,,,,,,,,,,41.837,43.318,45.866,2,3,38.415,39.684,42.26,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,505
5/30/2025 10:02,5/30/2025 10:05,100,193,1,5/30/2025 10:05,1,,0,0,,,0,0,10.287,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,35.928,35.928,43.582,1,2,,,,,,,,,,,77.014,77.014,77.996,1,2,,,,,,,,,,,,,,,,,,,,,13.331,13.331,18.937,1,1,23.175,23.175,28.851,1,1,,,,,,1,,,,,,,,,,,,,,,,3,1,2,506
5/30/2025 12:24,5/30/2025 12:27,100,191,1,5/30/2025 12:27,1,,0,0,,,0,0,31.96,0,Firefox,139,Macintosh,1920x1080,19.335,19.335,21.104,1,2,,,,,,52.192,52.192,55.12,1,2,,,,,,,,,,,,,,,,20.967,20.967,22.04,1,2,30.514,30.514,34.199,1,2,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,515
5/30/2025 11:19,5/30/2025 11:20,100,83,1,5/30/2025 11:20,1,,0,0,,,0,0,5.487,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,25.173,25.173,26.918,1,2,,,,,,,,,,,,,,,,12.986,12.986,14.391,1,2,,,,,,,,,,,14.538,14.538,17.425,1,2,,,,,,8.737,8.737,12.652,1,2,,,,,1,,,,,,,,,,,,,,1,3,2,,,,518
5/30/2025 11:42,5/30/2025 11:45,100,205,1,5/30/2025 11:45,1,,0,0,,,0,0,9.961,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,38.601,38.601,40.123,1,1,,,,,,,,,,,,,,,,33.437,33.437,45.204,1,2,,,,,,,,,,,44.719,44.719,47.656,1,3,,,,,,49.463,49.463,51.549,1,2,,,,,1,,,,,,,,,,,,,,2,1,3,,,,519
5/30/2025 9:31,5/30/2025 9:36,100,248,1,5/30/2025 9:36,0.8999999761581421,,0,0,,,0,0,41.395,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,55.266,55.266,56.798,1,2,,,,,,,,,,,68.643,68.643,71.408,1,2,,,,,,,,,,,,,,,,,,,,,28.51,29.976,31.186,2,2,25.281,25.281,30.14,1,1,,,,,,1,,,,,,,,,,,,,,,,2,1,3,523
5/30/2025 10:48,5/30/2025 10:51,100,153,1,5/30/2025 10:51,0.8999999761581421,,0,0,,,0,0,9.95,0,Chrome,136.0.0.0,Windows NT 10.0,1360x768,25.165,25.165,30.943,1,3,,,,,,,,,,,,,,,,42.722,45.122,46.349,2,2,,,,,,,,,,,24.795,24.795,29.391,1,2,,,,,,19.859,20.38,21.687,2,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,525
5/30/2025 10:57,5/30/2025 11:02,100,313,1,5/30/2025 11:02,1,,0,0,,,10.932,10.932,11.576,1,Edge,136.0.0.0,Windows NT 10.0,1920x1080,46.636,46.636,47.736,1,2,,,,,,,,,,,,,,,,27.754,27.754,28.605,1,3,,,,,,,,,,,17.966,17.966,19.177,1,2,,,,,,40.239,40.239,44.701,1,1,,,,,1,,,,,,,,,,,,,,1,3,2,,,,527
5/30/2025 12:51,5/30/2025 12:52,100,97,1,5/30/2025 12:52,1,,0,0,,,0,0,5.874,0,Edge,136.0.0.0,Windows NT 10.0,1280x720,22.857,22.857,24.247,1,2,26.457,27.729,28.037,2,2,,,,,,,,,,,8.957,8.957,9.763,1,2,19.635,19.635,21.489,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,532
5/30/2025 9:12,5/30/2025 9:17,100,300,1,5/30/2025 9:17,0.8999999761581421,,0,0,,,0,0,45.63,0,Firefox,139,Windows NT 10.0,1920x1080,40.426,40.426,43.402,1,2,,,,,,,,,,,,,,,,,,,,,74.316,74.316,76.554,1,2,41.229,41.229,44.766,1,1,,,,,,59.524,59.524,62.211,1,3,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,534
5/30/2025 12:28,5/30/2025 12:35,100,370,1,5/30/2025 12:35,1,,0,0,,,0,0,13.382,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,82.634,82.634,84.941,1,1,,,,,,,,,,,106.918,106.918,108.687,1,2,,,,,,,,,,,,,,,,,,,,,59.044,59.044,65.555,1,2,39.463,39.463,42.703,1,2,,,,,,1,,,,,,,,,,,,,,,,1,2,3,540
5/30/2025 9:34,5/30/2025 9:36,100,98,1,5/30/2025 9:36,0.8999999761581421,,0,0,,,0,0,6.907,0,Chrome,136.0.0.0,Macintosh,1470x956,29.817,29.817,31.35,1,2,7.488,7.488,8.478,1,1,,,,,,,,,,,17.366,17.366,18.458,1,2,16.913,16.913,19.754,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,542
5/30/2025 11:54,5/30/2025 11:58,100,242,1,5/30/2025 11:58,1,,0,0,,,14.144,16.548,23.534,3,Edge,136.0.0.0,Windows NT 10.0,1477x832,2.573,64.582,65.315,5,2,,,,,,,,,,,,,,,,,,,,,3.054,41.655,42.581,2,2,2.273,30.729,39.625,4,2,,,,,,3.013,55.468,56.353,3,3,,,,,,,,,1,,,,,,,,,,,,1,3,2,,,,,,,543
5/30/2025 11:24,5/30/2025 11:33,100,486,1,5/30/2025 11:33,1,,0,0,,,0,0,16.835,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1669x938,110.976,110.976,114.792,1,1,60.933,60.933,63.555,1,1,67.316,67.316,68.638,1,2,43.954,43.954,45.13,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,548
5/30/2025 9:42,5/30/2025 9:45,100,187,1,5/30/2025 9:45,1,,0,0,,,11.484,14.444,16.043,2,Chrome,136.0.0.0,Windows NT 10.0,1536x864,12.127,34.028,36.299,3,2,,,,,,,,,,,,,,,,4.849,30.751,32.356,3,2,,,,,,,,,,,2.933,48.077,48.849,4,3,,,,,,28.964,35.317,36.241,2,2,,,,,1,,,,,,,,,,,,,,2,1,3,,,,554
5/30/2025 9:40,5/30/2025 9:44,100,237,1,5/30/2025 9:44,1,,0,0,,,0,0,11.353,0,Edge,136.0.0.0,Windows NT 10.0,1368x912,52.783,52.783,53.803,1,2,50.377,50.377,51.824,1,2,,,,,,,,,,,44.77,44.77,46.086,1,2,48.768,48.768,49.842,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,555
5/30/2025 11:46,5/30/2025 11:47,100,56,1,5/30/2025 11:47,0.8999999761581421,,0,0,,,4.093,4.576,5.627,2,Chrome,136.0.0.0,Windows NT 10.0,1366x768,8.385,19.521,20.263,2,1,,,,,,,,,,,1.439,9.568,10.413,2,2,,,,,,,,,,,,,,,,,,,,,1.916,7.434,8.133,2,2,1.551,6.305,7.037,2,1,,,,,,1,,,,,,,,,,,,,,,,3,2,1,556
5/30/2025 10:12,5/30/2025 10:14,100,100,1,5/30/2025 10:14,1,,0,0,,,0,0,4.93,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,24.059,24.059,25.227,1,1,,,,,,26.317,26.317,27.793,1,1,,,,,,,,,,,,,,,,12.746,12.746,14.042,1,1,20.7,20.7,22.428,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,557
5/30/2025 12:12,5/30/2025 12:14,100,128,1,5/30/2025 12:14,1,,0,0,,,0,0,13.274,0,Edge,136.0.0.0,Windows NT 10.0,1600x900,22.068,22.068,27.425,1,2,,,,,,,,,,,,,,,,,,,,,23.711,23.711,24.762,1,2,22.801,22.801,24.382,1,1,,,,,,22.456,22.456,23.757,1,2,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,559
5/30/2025 11:12,5/30/2025 11:13,100,90,1,5/30/2025 11:13,1,,0,10,,,0,0,6.644,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,23.033,23.033,24.298,1,2,15.257,15.257,16.241,1,1,,,,,,,,,,,18.07,18.07,18.917,1,3,16.052,16.052,16.747,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,560
5/30/2025 9:08,5/30/2025 9:10,100,117,1,5/30/2025 9:10,0.8999999761581421,,0,5,,,0,0,7.447,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1669x938,26.118,26.118,27.831,1,2,,,,,,,,,,,21.615,21.615,23.2,1,2,,,,,,,,,,,,,,,,,,,,,23.425,23.425,24.843,1,3,20.316,20.316,21.142,1,2,,,,,,1,,,,,,,,,,,,,,,,2,3,1,562
5/30/2025 12:06,5/30/2025 12:07,100,88,1,5/30/2025 12:07,1,,0,0,,,0,0,14.781,0,Chrome,132.0.0.0,Macintosh,1470x956,23.261,23.261,24.752,1,2,,,,,,,,,,,16.44,25.543,26.613,2,3,,,,,,,,,,,,,,,,,,,,,5.458,6.055,6.981,2,3,8.787,8.787,9.663,1,2,,,,,,1,,,,,,,,,,,,,,,,1,3,2,564
5/30/2025 9:10,5/30/2025 9:28,100,1087,1,5/30/2025 9:28,1,,0,0,,,0,0,912.429,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,77.747,77.747,79.506,1,2,3.754,3.754,5.39,1,1,,,,,,,,,,,10.434,11.792,13.003,2,3,44.78,44.78,50.18,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,566
5/30/2025 11:22,5/30/2025 11:26,100,255,1,5/30/2025 11:26,0.8999999761581421,,0,0,,,0,0,8.32,0,Chrome,136.0.0.0,Windows NT 10.0,2000x838,39.905,39.905,47.061,1,2,81.468,81.468,82.986,1,1,47.667,47.667,49.024,1,2,43.937,43.937,45.559,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,570
5/30/2025 10:51,5/30/2025 10:52,100,80,1,5/30/2025 10:52,0.8999999761581421,,0,0,,,0,0,5.215,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,14.089,14.089,15.997,1,2,,,,,,14.851,14.851,16.61,1,3,,,,,,,,,,,,,,,,13.981,13.981,16.219,1,2,18.947,18.947,21.162,1,3,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,573
5/30/2025 11:46,5/30/2025 11:52,100,374,1,5/30/2025 11:52,1,,0,0,,,0,0,16.812,0,Chrome,93.0.4577.107,CrOS x86_64 14092.77.0,1366x768,231.807,231.807,232.918,1,2,,,,,,,,,,,,,,,,5.874,5.874,7.139,1,3,,,,,,,,,,,41.952,43.711,44.255,3,2,,,,,,12.469,12.469,13.507,1,2,,,,,1,,,,,,,,,,,,,,1,3,2,,,,576
5/30/2025 10:23,5/30/2025 10:31,100,477,1,5/30/2025 10:31,1,,0,0,,,16.998,158.118,183.298,11,Chrome,136.0.0.0,Windows NT 10.0,1366x768,4.92,40.371,51.754,3,2,,,,,,,,,,,,,,,,5.199,52.846,62.868,5,3,,,,,,,,,,,2.947,51.111,60.499,3,3,,,,,,2.346,50.112,60.07,4,2,,,,,1,,,,,,,,,,,,,,1,2,3,,,,577
5/30/2025 11:24,5/30/2025 11:28,100,233,1,5/30/2025 11:28,1,,0,0,,,0,0,13.081,0,Chrome,137.0.0.0,Windows NT 10.0,1360x768,68.603,68.603,70.326,1,2,59.682,59.682,61.394,1,2,,,,,,,,,,,38.347,38.347,40.89,1,2,29.707,29.707,31.515,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,583
5/30/2025 10:41,5/30/2025 10:48,100,427,1,5/30/2025 10:48,1,,0,5,,,0,0,8.645,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,133.67,133.67,134.903,1,1,,,,,,,,,,,,,,,,,,,,,26.727,26.727,40.438,1,1,27.842,28.666,31.024,2,2,,,,,,93.734,93.734,122.306,1,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,584
5/30/2025 10:24,5/30/2025 10:27,100,162,1,5/30/2025 10:27,1,,0,0,,,0,0,6.649,0,Firefox,139,Windows NT 10.0,1536x864,33.171,33.171,34.92,1,1,,,,,,,,,,,,,,,,,,,,,31.409,31.409,34.679,1,2,43.342,51.398,54.945,2,1,,,,,,16.978,16.978,19.187,1,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,586
5/30/2025 9:44,5/30/2025 9:47,100,205,1,5/30/2025 9:47,1,,0,0,,,0,0,4.04,0,Firefox,138,Windows NT 10.0,2176x1224,43.239,43.239,44.74,1,1,4.297,4.297,5.938,1,1,7.242,7.242,9.004,1,2,43.427,54.546,57.821,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,588
5/30/2025 11:51,5/30/2025 11:52,100,93,1,5/30/2025 11:52,0.8999999761581421,,0,0,,,0,0,5.08,0,Firefox,139,Windows NT 10.0,3840x2160,13.131,21.895,23.884,9,2,12.083,15.688,16.969,3,1,2.794,18.401,21.526,2,3,5.878,19.399,20.51,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,594
5/30/2025 11:55,5/30/2025 11:59,100,229,1,5/30/2025 11:59,1,,0,0,,,33.745,33.745,40.965,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,29.804,29.941,45.961,2,1,40.098,40.098,41.663,1,2,,,,,,,,,,,39.246,39.246,42.326,1,2,1.729,34.035,38.094,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,597
5/30/2025 9:57,5/30/2025 9:59,100,117,1,5/30/2025 9:59,1,,0,0,,,0,0,5.904,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,37.314,37.809,38.744,2,2,,,,,,,,,,,,,,,,,,,,,24.203,24.203,25.6,1,2,10.741,10.741,14.242,1,2,,,,,,21.031,21.031,24.482,1,2,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,601
5/30/2025 11:02,5/30/2025 11:04,100,132,1,5/30/2025 11:04,1,,0,0,,,0,0,5.933,0,Chrome,136.0.0.0,Macintosh,1440x900,23.668,23.668,25.092,1,2,,,,,,,,,,,20.753,20.753,25.34,1,3,,,,,,,,,,,,,,,,,,,,,22.143,22.143,26.435,1,2,34.157,34.157,35.342,1,2,,,,,,1,,,,,,,,,,,,,,,,1,3,2,604
