StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,SETTYPE,DWELOWN_GSS,BUS_CPS,SCHENR_CPS,PUWC_CPS,V1-V2_ATUS,HEALTH_GSS,POORSERV_GSS,WWWHR_GSS,HLTHWEB_GSS,SATFIN_GSS,JOBLOSE_GSS,TRUST_GSS,CONBUS_GSS,CONPRESS_GSS,ATTENTION_CHECK,FAMSUFFR_GSS,IMMJOBS_GSS,AFFRMACT_GSS,GOVT_RESPONSIBILITY,HLTHTAX,GETAHEAD,FAIR,FAEDUC,CONCERNCO_PEW,TIKTOK,VOTE20_GSS,PRES20_GSS,TWIN_ID
6/27/2025 13:40,6/27/2025 13:44,100,273,1,6/27/2025 13:44,5,1,2,2,1,2,1,5,14,5,2,3,3,3,2,3,3,3,5,1,3,2,3,5,1,1,1,1,816
6/27/2025 22:56,6/27/2025 23:03,100,427,1,6/27/2025 23:03,4,4,2,1,1,2,3,7,5,1,2,4,3,2,2,3,3,4,3,2,2,2,2,5,2,3,1,2,817
6/27/2025 12:05,6/27/2025 12:10,100,301,1,6/27/2025 12:10,1,2,2,2,1,2,2,3,56,3,2,4,2,2,2,3,4,5,3,3,1,2,2,3,1,2,1,1,818
6/27/2025 13:36,6/27/2025 13:40,100,256,1,6/27/2025 13:40,4,1,2,2,1,2,2,6,25,4,4,5,2,2,2,3,5,5,2,1,1,2,3,6,2,4,1,1,819
6/27/2025 18:49,6/27/2025 19:03,100,804,1,6/27/2025 19:03,4,2,1,2,1,2,2,4,20,1,2,4,3,2,2,3,2,5,3,3,5,2,3,1,2,4,2,4,821
6/27/2025 11:45,6/27/2025 12:06,100,1299,1,6/27/2025 12:06,1,1,1,2,1,1,1,1,50,1,1,1,1,1,1,3,5,2,2,5,2,2,3,5,2,2,1,2,822
6/28/2025 19:17,6/28/2025 19:23,100,354,1,6/28/2025 19:23,1,1,2,2,3,2,2,6,10,1,2,4,2,2,3,3,3,2,4,4,5,1,3,2,2,2,1,2,825
6/29/2025 14:48,6/29/2025 14:54,100,335,1,6/29/2025 14:54,4,1,2,2,1,2,2,5,6,5,2,3,2,3,2,3,4,4,2,2,2,3,3,2,1,3,1,1,826
6/27/2025 16:30,6/27/2025 16:34,100,216,1,6/27/2025 16:34,5,1,2,2,1,2,1,2,2,5,1,4,2,2,3,3,4,4,4,5,5,1,3,2,2,1,1,2,827
6/27/2025 11:57,6/27/2025 12:02,100,308,1,6/27/2025 12:02,3,2,2,2,1,2,2,4,6,5,3,4,1,3,2,3,5,5,2,2,2,1,2,2,3,3,1,1,829
6/27/2025 16:52,6/27/2025 16:58,100,371,1,6/27/2025 16:58,4,1,2,2,3,2,3,6,30,4,2,4,2,2,3,3,5,1,4,5,3,1,1,2,4,1,1,2,831
6/27/2025 12:09,6/27/2025 12:13,100,233,1,6/27/2025 12:13,2,1,2,2,1,2,4,6,105,5,2,3,1,2,2,3,4,5,3,3,2,2,3,2,2,2,2,4,834
6/27/2025 14:26,6/27/2025 14:43,100,1018,1,6/27/2025 14:43,4,2,2,2,1,1,2,6,28,4,3,3,1,3,2,3,5,5,2,3,1,2,3,2,2,4,1,1,836
6/27/2025 12:36,6/27/2025 12:49,100,725,1,6/27/2025 12:49,4,1,2,2,1,2,1,6,6,2,1,4,3,2,2,3,5,4,2,2,3,1,2,5,1,2,1,1,837
6/27/2025 14:17,6/27/2025 14:26,100,545,1,6/27/2025 14:26,4,2,2,2,1,2,2,6,18,4,1,4,1,2,2,3,4,2,2,3,1,1,3,2,3,6,1,1,838
6/27/2025 19:25,6/27/2025 19:34,100,507,1,6/27/2025 19:34,4,1,2,2,1,2,2,6,21,6,1,3,3,2,3,3,2,4,2,2,2,2,3,1,1,1,1,1,839
6/28/2025 1:24,6/28/2025 1:37,100,775,1,6/28/2025 1:37,1,1,1,2,1,1,1,6,35,1,1,4,1,1,2,3,5,2,2,1,2,2,2,5,1,3,1,2,840
6/27/2025 12:31,6/27/2025 12:53,100,1309,1,6/27/2025 12:53,5,1,2,2,1,2,2,6,17,4,2,4,2,3,2,3,3,2,3,1,2,2,4,2,1,1,1,1,841
6/27/2025 16:46,6/27/2025 16:54,100,479,1,6/27/2025 16:54,1,1,2,2,3,2,2,5,5,4,1,4,3,2,1,3,4,4,3,3,2,2,3,3,2,2,1,1,842
6/27/2025 13:10,6/27/2025 13:20,100,589,1,6/27/2025 13:20,5,1,2,1,1,2,2,7,15,5,1,4,2,3,2,3,5,5,2,1,2,2,1,5,2,4,3,4,846
6/27/2025 16:04,6/27/2025 16:09,100,310,1,6/27/2025 16:09,4,1,2,2,1,2,3,5,30,4,2,4,2,2,2,3,5,5,3,3,2,2,1,1,2,5,1,1,848
6/27/2025 11:53,6/27/2025 12:04,100,676,1,6/27/2025 12:05,5,3,2,2,3,2,2,6,35,5,2,4,3,2,2,3,4,4,2,2,2,1,2,6,2,3,1,1,849
6/27/2025 12:12,6/27/2025 12:24,100,727,1,6/27/2025 12:24,5,1,1,2,1,2,2,5,5,4,3,3,3,2,2,3,2,3,3,4,4,1,2,4,3,3,2,4,851
6/27/2025 22:58,6/27/2025 23:02,100,236,1,6/27/2025 23:02,4,1,2,1,2,2,3,6,16,1,2,4,2,3,3,3,3,3,3,3,3,3,3,6,2,3,3,4,853
6/27/2025 12:03,6/27/2025 12:08,100,288,1,6/27/2025 12:08,5,2,1,2,1,2,3,4,20,3,3,4,3,2,3,3,3,4,3,3,2,2,3,5,3,2,2,4,855
6/27/2025 12:01,6/27/2025 12:09,100,497,1,6/27/2025 12:09,3,1,2,2,1,2,2,4,28,1,2,4,2,3,3,3,2,2,2,1,3,1,1,1,1,3,1,2,856
6/27/2025 12:02,6/27/2025 12:12,100,581,1,6/27/2025 12:12,1,1,2,2,3,2,2,6,20,4,2,4,3,2,2,3,3,4,3,3,2,3,3,1,3,6,1,1,857
6/27/2025 11:51,6/27/2025 11:55,100,247,1,6/27/2025 11:55,2,1,2,2,1,2,2,5,28,5,2,3,2,2,2,3,5,5,2,2,1,2,3,6,3,3,1,1,862
6/29/2025 1:51,6/29/2025 2:00,100,533,1,6/29/2025 2:00,2,2,1,2,1,2,4,4,84,4,3,3,2,3,3,3,2,4,2,1,2,2,1,2,1,2,1,1,863
6/27/2025 14:06,6/27/2025 14:10,100,233,1,6/27/2025 14:10,2,1,2,2,1,2,2,5,10,2,3,4,3,2,2,3,4,4,3,2,4,2,2,2,2,4,1,1,866
6/27/2025 12:02,6/27/2025 12:18,100,978,1,6/27/2025 12:18,2,1,2,2,1,1,2,3,8,4,2,4,2,2,2,3,5,3,2,4,2,1,2,3,1,3,1,2,868
6/28/2025 21:03,6/28/2025 21:09,100,303,1,6/28/2025 21:09,5,1,2,1,1,2,2,6,15,1,2,4,2,2,2,3,4,4,3,3,4,2,2,3,4,2,1,2,869
6/27/2025 13:59,6/27/2025 14:11,100,711,1,6/27/2025 14:11,5,3,2,2,2,2,3,6,100,5,3,1,2,1,1,3,5,4,3,3,2,1,2,2,2,2,2,4,873
6/27/2025 12:45,6/27/2025 12:50,100,300,1,6/27/2025 12:50,1,2,2,2,3,2,2,6,10,4,2,5,3,2,2,3,5,3,5,6,2,1,3,2,1,3,1,1,874
6/27/2025 12:06,6/27/2025 12:14,100,506,1,6/27/2025 12:14,4,2,2,2,3,2,2,6,25,1,3,5,3,3,2,3,4,2,5,2,2,1,3,4,2,5,1,1,876
6/27/2025 13:02,6/27/2025 13:07,100,291,1,6/27/2025 13:07,2,1,1,2,1,1,2,4,25,3,2,3,2,3,2,3,4,4,3,1,3,2,1,6,2,1,1,1,877
6/27/2025 17:42,6/27/2025 17:49,100,400,1,6/27/2025 17:49,4,1,2,2,3,2,1,7,10,5,1,4,2,2,3,3,4,3,3,4,2,2,3,5,3,4,1,2,878
6/28/2025 4:29,6/28/2025 4:36,100,398,1,6/28/2025 4:36,4,1,2,2,1,2,3,4,10,4,3,1,2,3,3,3,2,2,4,3,4,1,1,1,2,3,2,4,879
6/27/2025 11:54,6/27/2025 11:57,100,163,1,6/27/2025 11:57,1,2,2,2,1,2,2,5,21,1,2,2,3,3,2,3,4,5,1,1,1,3,3,6,2,1,1,1,880
6/27/2025 16:07,6/27/2025 16:13,100,343,1,6/27/2025 16:13,3,2,2,2,1,2,2,4,40,5,2,3,3,2,2,3,3,4,3,2,3,2,2,5,2,3,1,1,883
6/28/2025 1:05,6/28/2025 1:10,100,343,1,6/28/2025 1:10,1,2,1,2,1,2,3,5,20,3,3,5,3,3,3,3,2,3,4,2,3,2,1,5,2,5,2,4,884
6/27/2025 11:50,6/27/2025 11:55,100,289,1,6/27/2025 11:55,1,1,1,2,3,2,1,6,40,5,1,4,1,1,1,3,3,2,3,2,2,3,2,5,4,4,1,1,885
6/27/2025 12:10,6/27/2025 12:15,100,315,1,6/27/2025 12:15,4,1,2,2,1,2,2,5,2,4,1,4,2,2,3,3,5,4,2,3,2,2,1,3,3,2,1,1,886
6/27/2025 12:02,6/27/2025 12:09,100,396,1,6/27/2025 12:09,5,1,2,2,2,2,3,3,15,2,3,5,3,3,2,3,4,5,2,2,2,3,2,2,3,4,1,1,887
6/27/2025 12:54,6/27/2025 13:03,100,522,1,6/27/2025 13:03,5,1,2,2,1,1,3,5,8,5,3,5,1,3,2,3,5,5,1,1,1,2,2,3,1,3,1,1,888
6/27/2025 11:52,6/27/2025 11:58,100,352,1,6/27/2025 11:58,4,1,2,2,3,1,3,4,25,1,2,4,1,1,2,3,1,2,4,5,4,1,2,5,3,1,1,2,890
6/27/2025 17:13,6/27/2025 17:37,100,1473,1,6/27/2025 17:37,1,1,2,2,1,2,1,5,15,4,2,3,2,2,2,3,2,4,3,2,2,1,2,5,2,3,1,1,893
6/27/2025 13:47,6/27/2025 13:53,100,369,1,6/27/2025 13:53,4,1,1,2,3,1,2,7,15,4,2,4,3,3,2,3,4,3,5,2,1,2,3,5,1,1,2,4,894
6/27/2025 19:08,6/27/2025 19:15,100,399,1,6/27/2025 19:15,3,1,1,1,1,2,2,6,70,5,2,3,2,2,3,3,5,5,1,2,2,2,2,5,2,3,1,1,896
6/27/2025 14:19,6/27/2025 14:27,100,448,1,6/27/2025 14:27,3,1,1,2,1,2,1,6,30,5,3,4,1,2,3,3,5,4,2,1,2,1,2,5,1,1,1,1,899
6/27/2025 12:01,6/27/2025 12:05,100,254,1,6/27/2025 12:05,4,1,2,2,1,1,1,4,20,4,1,4,2,2,2,3,5,4,2,2,1,2,3,1,2,1,1,1,900
6/27/2025 12:04,6/27/2025 12:28,100,1428,1,6/27/2025 12:28,1,2,2,2,1,2,2,1,40,5,3,4,2,3,3,3,4,5,1,5,2,2,1,2,3,6,2,4,901
6/27/2025 12:26,6/27/2025 12:35,100,540,1,6/27/2025 12:35,3,3,1,2,1,2,3,6,40,3,3,5,3,2,3,3,4,4,3,2,2,2,3,3,2,3,1,1,902
6/28/2025 9:16,6/28/2025 9:20,100,219,1,6/28/2025 9:20,3,2,2,2,2,2,3,6,60,1,3,5,2,3,3,3,4,4,3,1,1,3,3,2,3,3,2,4,904
6/27/2025 11:52,6/27/2025 11:59,100,368,1,6/27/2025 11:59,4,1,2,2,3,2,2,5,15,5,2,5,2,2,2,3,5,5,2,3,2,1,3,2,3,3,1,1,907
6/27/2025 14:19,6/27/2025 14:27,100,503,1,6/27/2025 14:27,5,1,1,2,1,2,3,6,18,4,3,4,3,2,3,3,3,3,3,3,3,1,1,2,2,3,1,1,909
6/27/2025 11:58,6/27/2025 12:08,100,640,1,6/27/2025 12:08,5,1,2,2,1,2,2,6,20,5,3,3,1,2,3,3,4,2,4,3,5,1,2,5,1,4,1,2,912
6/27/2025 17:33,6/27/2025 17:41,100,499,1,6/27/2025 17:41,2,1,1,2,1,2,2,5,35,4,2,4,1,2,2,3,4,3,3,3,2,2,2,2,1,6,1,1,915
6/27/2025 14:00,6/27/2025 14:12,100,724,1,6/27/2025 14:12,2,3,2,2,2,2,3,3,80,3,3,4,2,2,2,3,3,4,5,2,2,3,3,6,3,5,2,4,917
6/27/2025 17:54,6/27/2025 18:00,100,352,1,6/27/2025 18:00,4,1,2,2,1,2,3,5,70,4,3,3,1,3,3,3,4,5,3,1,2,3,2,4,2,5,1,1,923
6/30/2025 1:51,6/30/2025 1:53,100,147,1,6/30/2025 1:53,1,2,2,2,1,2,3,2,40,1,3,2,2,2,2,3,5,5,2,1,2,2,1,5,3,4,1,1,924
6/27/2025 13:02,6/27/2025 13:08,100,339,1,6/27/2025 13:08,4,3,2,2,1,2,2,6,40,4,3,4,3,2,2,3,3,4,3,3,3,2,2,3,2,3,1,1,925
6/27/2025 15:37,6/27/2025 15:41,100,272,1,6/27/2025 15:41,4,1,2,2,3,2,3,6,70,6,2,4,3,2,3,3,2,5,3,2,2,2,3,2,1,1,1,1,926
6/27/2025 12:49,6/27/2025 12:52,100,182,1,6/27/2025 12:52,4,3,2,2,1,2,3,6,40,4,2,5,2,3,3,3,5,5,5,3,6,2,3,2,3,3,2,4,928
6/27/2025 13:28,6/27/2025 13:31,100,198,1,6/27/2025 13:31,1,1,2,1,1,2,2,3,50,1,2,4,1,3,3,3,4,1,4,2,4,1,1,4,2,5,1,2,929
6/27/2025 12:51,6/27/2025 13:00,100,530,1,6/27/2025 13:00,3,2,2,2,1,2,3,6,35,5,3,5,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,931
6/27/2025 14:17,6/27/2025 14:25,100,480,1,6/27/2025 14:25,4,3,2,2,2,2,2,7,4,1,3,5,3,1,2,3,4,5,3,3,2,2,3,2,2,4,1,1,932
6/27/2025 20:03,6/27/2025 20:09,100,377,1,6/27/2025 20:09,4,1,2,2,2,2,1,6,6,5,2,4,3,1,3,3,1,1,3,4,5,1,2,1,2,1,2,4,933
6/27/2025 12:25,6/27/2025 12:31,100,325,1,6/27/2025 12:31,5,1,2,2,1,2,1,6,50,4,2,3,3,3,3,3,5,4,3,2,1,2,3,2,2,4,1,2,934
6/27/2025 14:54,6/27/2025 14:58,100,232,1,6/27/2025 14:58,1,2,2,1,1,2,3,6,20,5,2,2,2,3,2,3,5,4,5,1,2,3,3,3,2,1,2,4,935
6/27/2025 13:29,6/27/2025 13:42,100,743,1,6/27/2025 13:42,3,2,2,2,4,2,2,6,109,3,3,4,2,2,1,3,2,5,3,3,1,3,1,2,2,3,2,4,936
6/27/2025 12:45,6/27/2025 12:49,100,221,1,6/27/2025 12:49,2,2,2,2,2,2,3,6,45,1,3,4,2,3,3,3,5,5,4,1,2,2,1,5,1,1,4,5,940
6/27/2025 11:53,6/27/2025 12:06,100,734,1,6/27/2025 12:06,2,2,2,2,2,2,3,5,40,1,3,5,3,2,3,3,3,5,5,3,1,2,3,3,5,3,1,1,941
6/27/2025 12:37,6/27/2025 12:48,100,628,1,6/27/2025 12:48,3,2,2,2,1,2,2,6,12,1,2,4,1,2,1,3,5,5,5,2,1,3,3,6,3,4,1,1,943
6/27/2025 12:38,6/27/2025 12:49,100,692,1,6/27/2025 12:49,4,1,2,2,1,2,2,6,14,3,2,3,3,2,2,3,3,2,4,2,1,1,1,6,3,1,2,4,944
6/28/2025 11:21,6/28/2025 11:25,100,234,1,6/28/2025 11:25,4,1,2,2,1,2,3,5,50,4,3,3,1,3,3,3,5,5,2,1,2,2,2,6,2,3,1,1,945
6/27/2025 17:38,6/27/2025 17:44,100,321,1,6/27/2025 17:44,4,2,2,2,1,2,2,7,10,1,2,4,2,2,3,3,4,2,4,4,4,1,2,2,3,4,1,2,948
6/27/2025 13:05,6/27/2025 13:11,100,328,1,6/27/2025 13:11,3,1,2,2,1,2,2,5,55,3,3,3,3,2,2,3,3,2,3,3,2,1,3,5,2,2,1,1,949
6/27/2025 13:23,6/27/2025 13:30,100,377,1,6/27/2025 13:30,2,2,2,1,1,2,3,5,28,1,2,3,3,1,3,3,2,5,4,2,5,1,1,1,3,5,1,1,950
6/27/2025 15:55,6/27/2025 16:04,100,540,1,6/27/2025 16:04,5,2,2,2,1,2,2,4,8,3,2,3,2,3,2,3,3,3,2,2,2,1,3,2,2,3,1,1,952
6/27/2025 22:50,6/27/2025 22:55,100,285,1,6/27/2025 22:55,5,1,2,2,4,2,4,5,30,6,3,5,2,1,3,3,1,2,4,4,4,1,3,2,1,3,1,2,953
6/28/2025 12:52,6/28/2025 12:56,100,244,1,6/28/2025 12:56,2,1,1,2,1,1,3,5,10,3,3,2,2,3,2,3,2,4,3,3,2,1,1,5,2,5,1,2,954
6/27/2025 23:42,6/27/2025 23:49,100,420,1,6/27/2025 23:49,4,1,2,2,2,2,2,4,7,5,2,3,2,1,3,3,4,2,3,4,5,1,1,2,2,4,1,2,955
6/27/2025 11:41,6/27/2025 11:46,100,270,1,6/27/2025 11:46,4,1,2,1,1,2,3,5,50,4,3,3,3,2,2,3,5,5,2,1,1,2,3,5,3,2,1,1,956
6/27/2025 12:01,6/27/2025 12:07,100,352,1,6/27/2025 12:07,4,1,2,2,3,1,2,5,15,4,3,4,3,2,2,3,4,4,2,2,2,2,3,2,1,2,1,1,958
6/27/2025 12:01,6/27/2025 12:05,100,243,1,6/27/2025 12:05,1,2,2,2,2,2,3,6,60,1,3,4,3,3,3,3,3,5,2,1,5,3,3,2,4,3,2,4,962
6/27/2025 12:52,6/27/2025 13:01,100,501,1,6/27/2025 13:01,2,1,2,2,3,2,2,6,20,5,2,4,3,1,2,3,4,4,5,2,2,2,3,1,2,3,1,1,963
6/27/2025 15:22,6/27/2025 15:29,100,422,1,6/27/2025 15:29,2,1,2,2,1,2,2,5,20,3,2,4,2,2,2,3,4,4,4,5,5,1,3,6,1,2,1,2,964
6/29/2025 17:16,6/29/2025 17:26,100,603,1,6/29/2025 17:26,2,2,2,2,1,2,2,5,70,4,3,4,3,2,3,3,5,5,2,1,5,2,3,5,2,3,1,5,965
6/28/2025 1:21,6/28/2025 1:27,100,345,1,6/28/2025 1:27,4,1,2,2,1,2,2,6,15,4,2,4,2,2,3,3,4,4,4,4,5,2,1,5,2,4,1,2,966
6/27/2025 11:53,6/27/2025 12:31,100,2229,1,6/27/2025 12:31,5,1,1,2,1,2,2,5,14,3,1,3,3,1,3,3,3,3,3,5,5,2,3,2,1,2,1,2,967
6/28/2025 13:27,6/28/2025 13:39,100,699,1,6/28/2025 13:39,2,2,2,2,2,2,2,4,30,5,2,4,3,3,2,3,4,4,5,2,2,1,3,3,2,2,1,1,968
6/27/2025 11:50,6/27/2025 11:54,100,263,1,6/27/2025 11:54,4,1,1,2,1,2,1,4,14,5,1,4,3,3,3,3,2,2,4,5,5,2,3,2,2,1,1,2,969
6/28/2025 14:00,6/28/2025 14:09,100,548,1,6/28/2025 14:09,5,1,2,2,1,2,3,5,8,1,2,4,3,3,3,3,4,5,4,5,2,1,3,2,1,5,1,1,970
6/27/2025 13:12,6/27/2025 13:18,100,366,1,6/27/2025 13:18,2,1,2,2,1,1,2,4,30,1,2,3,2,3,2,3,5,5,1,1,1,2,1,2,3,4,1,1,971
6/27/2025 13:24,6/27/2025 13:31,100,440,1,6/27/2025 13:31,3,1,2,2,3,2,2,6,2,4,1,4,3,2,3,3,2,3,4,5,5,2,3,1,3,5,1,3,972
6/30/2025 9:50,6/30/2025 9:59,100,561,1,6/30/2025 9:59,1,1,1,2,1,2,1,4,50,4,2,4,2,3,2,3,4,3,3,1,2,2,1,6,1,2,1,2,973
6/28/2025 9:35,6/28/2025 9:45,100,604,1,6/28/2025 9:45,4,1,2,2,3,1,3,4,25,4,2,4,1,2,1,3,2,5,3,1,1,1,2,1,2,2,1,1,975
6/27/2025 12:52,6/27/2025 13:00,100,516,1,6/27/2025 13:00,2,2,1,2,1,2,2,6,25,5,3,5,3,2,3,3,3,6,3,3,5,2,2,5,2,2,1,2,980
6/27/2025 11:51,6/27/2025 11:57,100,371,1,6/27/2025 11:57,4,1,2,2,3,2,2,6,15,1,3,4,2,2,2,3,4,5,4,1,2,2,1,5,1,5,1,1,981
6/27/2025 14:03,6/27/2025 14:06,100,213,1,6/27/2025 14:06,5,1,1,2,1,2,2,4,20,4,2,4,1,2,2,3,4,4,3,3,2,1,2,5,2,2,1,1,982
6/27/2025 11:57,6/27/2025 12:01,100,258,1,6/27/2025 12:01,4,2,2,2,2,2,3,6,63,3,3,5,2,3,3,3,3,5,5,1,1,3,3,5,1,4,1,1,984
6/27/2025 12:25,6/27/2025 12:30,100,310,1,6/27/2025 12:30,1,2,2,1,1,2,2,4,20,1,2,4,2,2,3,3,3,2,4,4,5,1,3,3,3,1,2,4,985
6/29/2025 0:22,6/29/2025 0:27,100,316,1,6/29/2025 0:27,4,1,2,2,1,2,2,5,20,1,2,4,3,1,2,3,4,4,4,4,2,1,3,1,2,4,1,3,989
6/27/2025 12:51,6/27/2025 12:55,100,268,1,6/27/2025 12:55,4,1,1,2,1,2,3,4,80,1,2,5,2,3,3,3,5,5,2,1,4,3,1,3,1,4,1,1,990
6/27/2025 21:47,6/27/2025 21:54,100,404,1,6/27/2025 21:54,3,2,2,2,2,2,2,5,14,1,2,4,3,3,3,3,3,4,3,3,3,1,3,3,2,3,2,4,994
6/27/2025 14:01,6/27/2025 14:11,100,624,1,6/27/2025 14:11,1,2,2,2,1,2,2,6,24,4,3,5,1,2,3,3,4,3,3,4,4,1,2,3,2,2,1,2,995
6/28/2025 19:16,6/28/2025 19:25,100,550,1,6/28/2025 19:25,2,2,2,2,1,1,3,4,20,2,3,3,3,3,3,3,5,5,2,3,2,2,2,5,1,3,1,1,997
6/27/2025 14:53,6/27/2025 14:56,100,176,1,6/27/2025 14:56,3,1,2,2,1,2,2,6,20,4,2,4,3,2,2,3,5,5,2,2,2,1,2,3,3,4,1,1,998
6/27/2025 14:18,6/27/2025 14:21,100,197,1,6/27/2025 14:21,2,2,2,2,1,2,2,3,40,5,3,4,2,3,3,3,2,2,3,1,5,2,3,5,2,3,2,4,1000
6/29/2025 14:03,6/29/2025 14:08,100,316,1,6/29/2025 14:08,5,1,2,2,2,2,2,4,32,5,2,5,2,3,3,3,3,2,3,3,4,2,1,1,3,2,2,4,1001
6/27/2025 12:32,6/27/2025 12:38,100,382,1,6/27/2025 12:38,1,1,2,2,2,2,2,5,20,5,3,5,2,2,3,3,3,3,4,4,3,1,3,6,2,1,1,2,1003
6/27/2025 14:39,6/27/2025 14:47,100,478,1,6/27/2025 14:47,4,1,2,2,1,2,2,6,42,5,3,4,3,1,2,3,5,5,4,3,3,2,3,4,2,1,1,2,1004
6/29/2025 8:18,6/29/2025 8:24,100,352,1,6/29/2025 8:24,3,1,1,2,1,2,2,4,20,4,3,4,3,2,3,3,3,2,4,4,4,1,3,5,2,1,1,2,1006
6/27/2025 12:44,6/27/2025 12:51,100,424,1,6/27/2025 12:51,3,2,2,2,1,2,3,4,30,4,3,3,3,3,2,3,4,3,2,1,2,3,3,2,3,2,1,1,1009
6/27/2025 12:56,6/27/2025 13:06,100,568,1,6/27/2025 13:06,3,2,2,2,1,2,1,5,14,6,3,3,3,2,3,3,5,2,3,2,5,2,3,6,1,1,1,2,1010
6/27/2025 13:33,6/27/2025 13:36,100,153,1,6/27/2025 13:36,5,2,2,2,1,2,3,4,45,4,3,1,2,3,2,3,5,5,2,1,2,3,1,5,1,3,1,1,1013
6/27/2025 20:31,6/27/2025 20:34,100,167,1,6/27/2025 20:34,3,1,2,2,2,2,3,5,30,1,2,4,2,3,3,3,5,5,5,2,2,2,1,5,2,4,3,4,1016
6/27/2025 12:12,6/27/2025 12:17,100,275,1,6/27/2025 12:17,2,2,2,2,1,2,3,6,50,5,3,3,3,2,3,3,5,4,3,1,2,1,2,2,3,3,1,1,1017
6/27/2025 18:01,6/27/2025 18:08,100,442,1,6/27/2025 18:08,3,2,2,2,2,2,2,7,10,4,2,5,3,4,4,3,2,5,5,3,2,2,3,1,2,3,2,4,1019
6/28/2025 15:29,6/28/2025 15:36,100,422,1,6/28/2025 15:36,4,2,1,2,1,2,3,4,21,1,3,5,2,3,3,3,4,5,1,1,1,2,3,5,2,5,1,1,1020
6/27/2025 11:51,6/27/2025 11:55,100,200,1,6/27/2025 11:55,3,2,2,2,4,2,3,2,18,3,3,5,3,3,2,3,4,4,5,1,3,3,1,5,2,1,1,3,1021
6/27/2025 13:47,6/27/2025 13:52,100,337,1,6/27/2025 13:52,5,1,2,2,1,2,2,5,14,4,2,3,2,3,2,3,5,5,2,1,2,2,3,2,1,5,1,1,1022
6/27/2025 13:08,6/27/2025 13:13,100,327,1,6/27/2025 13:13,5,2,2,2,3,2,2,3,30,5,3,4,2,2,3,3,3,3,4,4,5,3,1,3,1,3,1,2,1024
6/27/2025 14:15,6/27/2025 14:18,100,178,1,6/27/2025 14:18,1,2,2,1,1,2,2,6,20,1,3,3,3,3,2,3,4,5,2,1,2,2,3,2,2,6,1,1,1025
6/27/2025 14:01,6/27/2025 14:11,100,638,1,6/27/2025 14:11,3,2,2,2,1,2,4,6,50,6,3,4,3,2,3,3,4,4,2,1,3,2,2,5,1,3,2,4,1026
6/28/2025 10:13,6/28/2025 10:16,100,194,1,6/28/2025 10:16,1,3,2,2,1,2,4,4,10,3,3,3,2,3,3,3,5,5,3,1,2,3,1,2,2,2,2,4,1027
6/29/2025 10:38,6/29/2025 10:59,100,1297,1,6/29/2025 10:59,3,2,2,2,1,2,3,6,30,1,3,5,3,2,2,3,4,3,1,2,2,2,1,4,2,3,2,4,1029
6/27/2025 12:24,6/27/2025 12:28,100,223,1,6/27/2025 12:28,2,2,2,2,2,2,2,6,8,5,3,5,2,3,3,3,4,3,5,3,4,2,1,2,2,3,2,4,1030
6/27/2025 12:23,6/27/2025 12:33,100,541,1,6/27/2025 12:33,4,1,2,2,1,1,2,5,30,3,3,4,2,2,2,3,3,3,3,3,2,2,2,3,1,2,1,1,1031
6/27/2025 15:13,6/27/2025 15:16,100,200,1,6/27/2025 15:16,3,1,2,2,1,2,3,6,30,1,2,4,2,3,2,3,4,4,3,2,1,2,3,3,2,2,1,1,1032
6/28/2025 0:37,6/28/2025 0:47,100,621,1,6/28/2025 0:47,5,1,2,2,1,2,2,5,28,5,3,2,2,3,2,3,5,5,2,1,1,3,1,2,1,3,1,1,1033
6/27/2025 12:58,6/27/2025 13:04,100,398,1,6/27/2025 13:04,5,1,2,2,2,2,2,6,20,1,2,5,3,2,2,3,4,3,2,1,1,2,2,2,1,1,1,1,1034
6/27/2025 12:04,6/27/2025 12:10,100,372,1,6/27/2025 12:10,3,2,2,2,1,2,2,5,20,4,3,3,2,2,3,3,4,2,3,3,4,2,1,3,2,4,1,1,1035
6/30/2025 10:39,6/30/2025 10:43,100,210,1,6/30/2025 10:43,1,2,2,1,1,2,2,6,5,4,3,1,3,3,3,3,5,5,1,1,5,3,1,6,3,3,1,1,1039
6/28/2025 11:11,6/28/2025 11:15,100,217,1,6/28/2025 11:15,4,2,2,2,1,2,4,5,60,5,3,5,3,3,2,3,4,5,1,1,1,3,3,5,2,4,1,1,1040
6/27/2025 15:42,6/27/2025 15:49,100,453,1,6/27/2025 15:49,2,1,1,2,1,2,2,4,20,4,3,1,3,3,3,3,2,2,4,5,4,1,2,4,1,2,1,2,1043
6/27/2025 16:54,6/27/2025 17:00,100,345,1,6/27/2025 17:00,5,1,1,2,1,1,2,5,30,3,2,3,3,3,2,3,2,3,3,3,3,2,2,4,3,4,1,2,1044
6/27/2025 23:55,6/28/2025 0:01,100,405,1,6/28/2025 0:01,4,1,2,2,3,2,3,5,6,4,3,4,2,3,3,3,3,2,2,1,2,3,1,4,1,5,1,1,1045
6/27/2025 16:42,6/27/2025 16:46,100,236,1,6/27/2025 16:46,3,1,1,2,1,2,2,6,5,5,1,4,3,2,3,3,2,2,4,4,4,1,2,2,2,1,1,2,1047
