StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 10:25,6/12/2025 10:29,100,244,1,6/12/2025 10:29,4,4,4,3,5,1,2,6,9.361,9.361,11.373,1,,"I would feel very well put together as I leave my house but as I notice the people around me also wearing the sweater, I would feel confused as to why so many other people are wearing it. I thought it was more exclusive since it is a luxury sweater.",5.021,52.105,82.895,4,5,3,3,3,1,2,249,luxurious can be different from high status. The materials may be high end but if everyone has it is lesser. The price may also have a high mark up due to branding.,6,3,1,1,0,1,,1,2,98,
6/12/2025 11:47,6/12/2025 11:54,100,386,1,6/12/2025 11:54,4,6,3,5,6,4,2,1,1.037,27.375,29.893,9,I’m wearing my olive sweater and apparently several other people are also wearing olive sweaters.  I’m reassured by the authenticity of my sweater but I also feel awkward to be dressed similarly to many other people.,,2.315,132.284,133.568,10,5,5,4,2,1,3,150,"I was thinking about the color, the style and features, and the digital passport.",1,1,1,1,1,,1,1,2,100,
6/12/2025 10:14,6/12/2025 10:20,100,385,1,6/12/2025 10:20,4,1,3,5,2,6,4,1,5.312,10.522,20.23,3,"My general look would be fairly conservative.  I'd imagine that I'd be wearing leather jacket and jeans that would compliment color and style of the sweater.  In terms of feelings, I'd likely feel fairly happy wearing something luxurious, but I wouldn't place my focus on my clothing.  Instead, my focus would be on the activities that I'm planning to do for the night.",,17.876,157.835,162.666,6,7,6,6,1,2,3,150,The primary thoughts that came to mind was how it compares to designer brands and what I would feel would appear high status to others.,2,3,0,1,1,,1,1,2,104,
6/12/2025 10:13,6/12/2025 10:19,100,328,1,6/12/2025 10:19,4,6,2,1,4,3,5,6,0,0,44.876,0,I would confident that others chose the same sweater that I did,,27.373,100.797,124.658,4,5,5,6,1,2,3,300,I was thinking of the sweaters that I usually buy like this,2,1,1,1,1,,1,2,1,105,
6/12/2025 10:11,6/12/2025 10:16,100,293,1,6/12/2025 10:16,4,6,1,3,2,4,5,6,0,0,15.902,0,"I go out to the bar for a night out with friends. I wear my luxury sweater out and at first feel quite dapper, before realizing that there are numerous other people wearing the same sweater. The digital ID association with the sweater does not make me feel more secure with my outfit, since it outwardly looks the same as all the others being worn by people out. I feel slightly less pleased with my luxury sweater wearing it out overall since it isn't as unique as I once thought it was.",,1.782,115.675,131.97,9,6,5,6,1,2,3,250,"I was thinking about how common it would be for sweaters to have an association with digital id to see the full process and origin of the sweater, ending with my ownership. It seemed like a relatively high end feature. I thought about the price of ordinary sweaters as well.",4,3,1,1,1,,1,1,2,107,
6/12/2025 10:12,6/12/2025 10:16,100,250,1,6/12/2025 10:16,4,1,4,3,5,6,1,2,4.209,5.721,18.38,4,,"Well, I would be a little disappointed but it would quickly turn into a who wore it best competition and I would hopefully come out on top.  In the end, I would feel less self-conscious if I was wearing something from REI which others were also wearing.  In this case it is a little awkward because I was trying to be different and better but turned out to be a little the same.",5.536,104.329,107.691,4,7,7,7,1,2,3,250,Any buttons made with the name turtle in it will be higher end.  That was on top of the general look of the sweater in my mind from its description.,3,1,1,1,0,1,,2,1,109,
6/12/2025 14:22,6/12/2025 14:30,100,458,1,6/12/2025 14:30,4,5,2,5,4,3,1,6,0,0,130.615,0,I think it would wear it out,,1.217,60.01,83.93,2,7,6,6,2,3,1,35,That the material of the sweater was going to be high quality,6,5,1,1,1,,1,2,1,111,
6/12/2025 10:40,6/12/2025 10:45,100,302,1,6/12/2025 10:45,4,3,3,2,1,5,4,6,0,0,27.959,0,I will feel that its a common design since lot of people are wearing the sweater and wont have the exclusivity even I pais a lot for the designer sweater. ,,13.235,98.564,122.85,4,6,5,6,2,1,3,300,"Luxury sweaters cost a lot , so I am guessing that the price will be high.",3,2,1,1,1,,1,2,1,115,
6/12/2025 12:12,6/12/2025 12:16,100,247,1,6/12/2025 12:16,4,6,4,6,3,2,5,1,9.425,9.425,12.221,1,,"I was shocked that so many other people were wearing the same sweater. Nevertheless less, I had a great time and looked great!",4.8,4.8,83.395,1,5,6,4,1,3,2,95,"just the overall look speaks ""special""!",1,1,0,1,0,1,,2,1,118,
6/12/2025 10:30,6/12/2025 10:37,100,403,1,6/12/2025 10:37,4,1,3,2,6,1,5,4,9.305,9.305,11.172,1,,I would feel good as that it is a style that I chose and I think it is flattering.  I would be surprised by how many others had the same choice and think my style was appropriate but not uncommon.  I would also be taken aback slightly since like everyone else I consider myself an individual and unique.  I would laugh at the human nature and the humor of this situation.,11.588,11.588,121.06,1,6,5,5,1,3,2,75,I would think that I usually chose high quality products to own and not high quantity of possessions to make my personal statement.  I would think that many others had similar taste and wonder if they owned many of this brand or type of sweater. ,1,2,0,1,0,1,,2,1,120,
6/12/2025 10:13,6/12/2025 10:22,100,541,1,6/12/2025 10:22,4,4,2,6,1,5,3,4,0,0,11.915,0,,"I was feeling good about my appearance in my new sweater, but lost a little of my excitement when I saw several other guys wearing the same sweater. I try to encourage myself by thinking I must have made a good decision on this sweater, since so many others made the same choice.",24.801,24.801,214.395,1,5,5,5,3,2,1,300,"The fact that it's considered a luxury item will cause the price to be higher than average. The quality of the garment gives it the luxurious, prestigious appearance.",1,3,1,1,0,1,,1,2,121,
6/12/2025 10:12,6/12/2025 10:17,100,321,1,6/12/2025 10:17,4,3,5,3,6,2,4,1,7.033,15.718,17.685,2,,"At first I would be embarrassed, but then I would laugh and tell each of the other women what great taste we each have because obviously we all look wonderful. ",7.729,7.729,62.709,1,6,6,6,1,3,2,89,Where I was wearing it (what function I was attending). Who I was with. How my makeup was done. How soft the sweater was and how it made me feel.,1,1,1,1,0,1,,2,1,122,
6/12/2025 10:50,6/12/2025 11:18,100,1691,1,6/12/2025 11:18,4,3,4,1,3,6,2,5,4.4,4.4,18.934,1,"I’m out at a cozy restaurant with some friends, wearing the sweater with my favorite dark jeans and a nice pair of boots. I feel confident and put-together — but then I start spotting a few other women in the exact same sweater. At first it’s kind of annoying — I mean, it’s supposed to be a luxury item! But knowing mine’s legit and traceable helps me brush it off. I still feel good in it, just maybe not quite as ‘unique’ as I expected.",,47.351,151.136,164.687,4,7,5,6,3,1,2,600,"Honestly, I just figured anything from a luxury brand with stuff like a digital passport had to be pricey. The floral knit design felt kind of delicate and special too — like something you wouldn’t find in a regular store. It gave off that high-status, exclusive vibe. Even though it’s not super flashy, it still felt like the kind of thing that costs a lot just because of the name behind it.",3,2,1,1,1,,1,1,2,125,
6/12/2025 11:59,6/12/2025 12:03,100,213,1,6/12/2025 12:03,4,2,1,2,4,3,6,5,0,0,11.498,0,,It would not really matter to me. I would probably joke about how many women here have good taste.,2.037,2.037,45.26,1,2,4,4,3,1,2,200,There is no information on whether the fur is real or not and (if real) what fur it is. Prices would vary a lot. I just figured it would be at least $200.,2,1,1,1,0,1,,1,2,126,
6/12/2025 12:01,6/12/2025 12:06,100,354,1,6/12/2025 12:06,4,5,4,3,1,6,5,2,0,0,17.84,0,,"I suppose I had no prior warning that my sweater would be worn by several others.....in that case, I would entirely make a joke of it.  I would go up to the ones who are wearing ""my"" sweater and comment on what good taste they have...",15.005,15.005,75.052,1,3,2,3,1,3,2,120,"I am thinking that I am not now, nor have I ever been all about ""luxury"" items because they have never been affordable to me.  I appreciate those who desire them, but I am just as content with a $50 sweater...",4,2,0,1,0,1,,1,2,128,
6/12/2025 10:12,6/12/2025 10:15,100,234,1,6/12/2025 10:15,4,1,2,5,3,1,6,4,3.49,3.946,13,2,"I honestly don't care about authenticity or what I wear being special. I would look like someone wearing a weird sweater (sweaters... don't button up.... that's a cardigan) and I would feel warm and comfortable, hopefully. Beyond that I wouldn't think about it.",,2.832,2.832,65.168,1,5,4,4,1,2,3,150,"I was thinking about what the sweater was made of, its quality, and that you told me in the beginning it was a luxury brand.",1,4,0,1,1,,1,1,2,129,
6/12/2025 13:42,6/12/2025 13:49,100,440,1,6/12/2025 13:49,4,2,1,2,4,3,6,5,0,0,21.772,0,I feel assimilated to the crowd. I feel as though I belong. I'm having a good time chatting and catching up on the latest community activities while enjoying food and beverages. The others And I jokingly comment on what good taste we have in choosing the same sweater to wear that evening.,,18.065,143.457,224.029,4,4,3,3,2,1,3,125,I was thinking about high end products that are in the thousands. The type of product people that want to flaunt their wealth see as a must purchase.,6,1,1,1,1,,1,2,1,133,
6/12/2025 10:14,6/12/2025 10:21,100,416,1,6/12/2025 10:21,4,2,3,5,2,6,1,4,0,0,96.987,0,I would feel uncomfortable and boring wearing the same sweater as so many other people. I feel foolish.,,15.745,15.745,55.012,1,4,3,2,2,3,1,100,"It doesn't feel ver prestigious if so many other people own the sweater. A prestigious, luxury product should be more rare.",7,1,1,1,1,,1,1,2,136,
6/12/2025 11:22,6/12/2025 11:27,100,276,1,6/12/2025 11:27,4,3,3,5,1,4,2,6,0,0,11.507,0,,At first I would be annoyed other people had on apart of my outfit but then I would feel kinda of bougie knowing I had on a luxury trendy sweater.,1.791,108.198,112.77,3,6,6,6,2,1,3,100,I'm assuming luxurious is meaning it's designer or at least high-end. Not Chanel but maybe Alice & Olivia brand.,1,2,1,1,0,1,,1,2,138,
6/12/2025 10:45,6/12/2025 10:53,100,494,1,6/12/2025 10:53,4,1,3,6,1,5,4,2,23.785,41.467,42.843,5,"It is a cool evening i gave an important event so i put on my black sweater with a pair of dove gray corduroys, my new black wingtips, i look well dressed but casual at the same time . I feel very confident and well put together.  ",,19.022,199.007,202.258,16,6,6,6,1,2,3,150,"I was thinking about how much i usually spend on certain items of clothing, i prefer to buy high end clothing for special occasions and i do not mind spending extra for well made clothing. ",5,1,1,1,1,,1,2,1,143,
6/12/2025 10:25,6/12/2025 10:29,100,239,1,6/12/2025 10:29,4,5,2,5,3,6,4,1,0,0,18.938,0,"My night out would be a trip to the city to have a nice dinner at a seafood restaurant, and see a play.  I am wearing a mid length royal blue pencil skirt, with black heels, a black blouse, and the new sweater.  I have gold drop earrings on.  I would fee good wearing the sweater, but not great, and a little embarrased as many others are wearing the same thing.",,13.539,13.539,123.606,1,4,4,3,1,2,3,100,"I was thinking that if so many other people are also wearing the same sweater, then there is a good chance it is not very prestigious and luxurious.",2,1,1,1,1,,1,2,1,144,
6/12/2025 10:50,6/12/2025 10:52,100,133,1,6/12/2025 10:52,4,3,2,5,3,1,4,6,0,0,22.574,0,"I would feel nice in the sweater, it sounds like it is my style. I would feel intrigued because it is my first purchase with a digital ID so I would want to talk about that. ",,1.135,33.493,34.013,2,5,5,5,1,3,2,500,"I would think how nice the sweater felt, and how I dont want to get anything on it ",3,3,1,1,1,,1,2,1,146,
6/12/2025 10:11,6/12/2025 10:16,100,299,1,6/12/2025 10:16,4,4,4,3,2,5,1,6,0,0,29.199,0,,I would feel bit heart broken having many others wearing the same thing,13.47,48.501,53.58,3,1,1,1,1,2,3,80,I was thinking of how common it was,7,2,1,1,0,1,,1,2,147,
6/12/2025 10:31,6/12/2025 10:35,100,254,1,6/12/2025 10:35,4,4,3,4,6,1,2,5,9.19,9.19,11.014,1,,"Wearing my selection would feel a bit compromised given the popularity of the sweater, leading to a lack of feeling like this sweater is truly luxury if it is so common. ",0.816,10.332,104.78,2,5,4,4,3,1,2,250,The perceived status prior to my night out and then finding out after being out that it is a common item. ,3,1,1,1,0,1,,2,1,149,
6/12/2025 10:24,6/12/2025 10:43,100,1112,1,6/12/2025 10:43,4,4,2,4,1,6,5,3,0,0,12.48,0,I am happy that other people and I share the same fashion sense. I am feeling very confident. ,,13.896,13.896,42.058,1,5,5,5,1,2,3,45,I was thinking about the buttons that it had.,4,2,1,1,1,,1,1,2,151,
6/12/2025 10:15,6/12/2025 10:27,100,720,1,6/12/2025 10:27,4,5,2,4,3,6,1,5,59.72,59.72,76.977,1,If a lot of other people have it I wouldennt be really that excited to own it.,,20.568,47.054,86.448,4,4,3,3,3,2,1,80,"It is expensive but it said lots of people have it, so it doesnt feel all that special to me",1,4,1,1,1,,1,2,1,152,
6/12/2025 11:49,6/12/2025 11:54,100,261,1,6/12/2025 11:54,4,2,4,1,2,3,6,5,0,0,11.124,0,,I am wearing an all black dress  with the sweater over it and flats for shoes. I would still feel good and positive about wearing the sweater as I fit in with others.,8.52,48.198,88.947,3,7,7,7,1,3,2,700,I was thinking that because it is so expensive and luxurious that I will only use it on special occasions and keep it in great condition.,1,1,0,1,0,1,,2,1,155,
6/12/2025 10:14,6/12/2025 10:19,100,303,1,6/12/2025 10:19,4,4,6,2,4,5,3,1,0,0,12.335,0,,I feel good about the sweater but don't like all the other people also wearing it.,16.319,16.319,101.162,1,6,6,5,2,1,3,200,It is supposed to be a luxury item but I guess it's not.,1,4,0,1,0,1,,1,2,158,
6/12/2025 13:05,6/12/2025 13:10,100,286,1,6/12/2025 13:10,4,1,2,5,1,6,3,4,5.354,5.354,15.161,1,,"no one wants to see others wearing the same thing, i would take it back",13.553,13.553,42.174,1,4,4,4,2,3,1,98,"just going by average cardigan prices, if that many people are wearing it, how can it be designer?",4,3,1,1,0,1,,1,2,159,
6/12/2025 11:33,6/12/2025 11:38,100,278,1,6/12/2025 11:38,4,4,2,4,1,6,3,5,0,0,12.207,0,,I guess I would feel that I have good taste. Since a lot of people have the same sweater it must be a good product.,10.939,10.939,84.569,1,5,6,5,3,2,1,250,I think it would look good on me. It would show people around me that I have good taste in clothing. It would show I an of high status.,6,2,1,1,0,1,,1,2,161,
